provnum	network	facname	phyaddr1	phyaddr2	phycity	phystate	phyzip	phonenum	shift	chainyn	chainnam	owntype	certdate	totstas	HD	PD	homehd	PURR_F	urrg65_f	URRG65_C	urrg65_u	urrg65_s	hgbrd_f	Hgbl10_f	Hgbl10_c	Hgbg12_f	Hgbg12_c	hgbl10_u	hgbl10_s	hgbg12_u	hgbg12_s	dateurhg	PTSURV_F	PTSURV_C	ptsurvu1	ptsurvu2	ptsurvu3	ptsurvs1	ptsurvs2	ptsurvs3	DATESMR	CNTYNAME
142554	10	FMC - NEOMEDICA - MELROSE PARK	1111 SUPERIOR ST STE 204		MELROSE PARK	IL	60160	7083381780	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	17MAR1992	18	Y	Y	N		96	001	97	96		0	001	8	001	3	4	11	10	2010	2	001	437	4174	552	32	154	19	2007-2010	COOK
142555	10	FMC - GARFIELD	5401 SOUTH WENTWORTH		CHICAGO	IL	60609	7735485714	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	25OCT1997	22	Y	Y	N		100	001	97	96		8	001	3	001	3	4	11	10	2010	2	001	437	4174	552	32	154	19	2007-2010	COOK
142558	10	FAIRVIEW HEIGHTS DIALYSIS	821 LINCOLN HIGHWAY		FAIRVIEW HEIGHTS	IL	62208	6186329550	N	Y	RENAL ADVANTAGE, INC.	1	09SEP1997	20	Y	Y	Y		96	001	97	96		6	001	1	001	3	4	11	10	2010	3	001	437	4174	552	32	154	19	2007-2010	SAINT CLAIR
142559	10	FMC - NILES	9371 MILWAUKEE AVE.		NILES	IL	60714	8475810334	Y	Y	FRESENIUS MEDICAL CARE (FMC)	1	11JAN1992	32	Y	Y	N		98	001	97	96		2	001	20	001	3	4	11	10	2010	1	001	437	4174	552	32	154	19	2007-2010	COOK
142560	10	DAVITA - SKYLINE HOME DIALYSIS	7009 W. BELMONT AVE.		CHICAGO	IL	60634	7736377303	N	Y	DAVITA	1	13APR1993	0	N	Y	Y			201	97	96		15	001	10	001	3	4	11	10	2010	2	001	437	4174	552	32	154	19	2007-2010	COOK
142561	10	DAVITA - SAUGET DIALYSIS CENTER	2061 GOOSE LAKE ROAD		SAUGET	IL	62206	6183327801	N	Y	DAVITA	1	13MAY1993	16	Y	Y	N		100	001	97	96		5	001	4	001	3	4	11	10	2010	3	001	437	4174	552	32	154	19	2007-2010	SAINT CLAIR
142562	10	FMC- EAST PEORIA DIALYSIS	3300 NORTH MAIN		EAST PEORIA	IL	61611	3096988322	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	01JAN1980	24	Y	Y	N		96	001	97	96		6	001	14	001	3	4	11	10	2010	2	001	437	4174	552	32	154	19	2007-2010	TAZEWELL
142563	10	FMC - MCLEAN COUNTY	1505 EASTLAND MEDICAL PLAZA		BLOOMINGTON	IL	61701	3096637165	Y	Y	FRESENIUS MEDICAL CARE (FMC)	1	01OCT1993	20	Y	N	N		96	001	97	96		1	001	7	001	3	4	11	10	2010	2	001	437	4174	552	32	154	19	2007-2010	MCLEAN
142564	10	FMC - SPRING VALLEY	12  B WOLFER INDUSTRIAL DRIVE		SPRING VALLEY	IL	61362	8156644585	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	01OCT1993	16	Y	N	N		100	001	97	96		0	001	11	001	3	4	11	10	2010	1	001	437	4174	552	32	154	19	2007-2010	BUREAU
142565	10	FMC - OF SPOON RIVER	210 W WALNUT ST		CANTON	IL	61520	3096470731	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	01OCT1993	8	Y	N	N		100	001	97	96		0	001	5	001	3	4	11	10	2010	2	001	437	4174	552	32	154	19	2007-2010	FULTON
142566	10	FMC - NEOMEDICA - MARQUETTE PARK	6535 SOUTH WESTERN AVE.		CHICAGO	IL	60636	7737787609	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	04OCT1993	14	Y	N	N		98	001	97	96		2	001	2	001	3	4	11	10	2010	2	001	437	4174	552	32	154	19	2007-2010	COOK
142567	10	DSI - WAUKEGAN - HOME PROGRAM	1616 GRAND AVE STE F		WAUKEGAN	IL	60085	8473609621	N	Y	NATIONAL RENAL INSTITUTES (NRI)	1	01JAN2000	0	N	Y	N			256	97	96			199		199	3	4	11	10	2010		199	437	4174	552	32	154	19	2007-2010	LAKE
142568	10	FOX VALLEY DIALYSIS	1300 WATERFORD DRIVE		AURORA	IL	60504	6302361300	Y	N	INDEPENDENT	1	25OCT1996	26	Y	Y	Y		100	001	97	96		4	001	3	001	3	4	11	10	2010	2	001	437	4174	552	32	154	19	2007-2010	KANE
142569	10	FMC - PRAIRIE	1717 S WABASH AVENUE		CHICAGO	IL	60616	3129130000	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	01JAN1995	27	Y	N	N		100	001	97	96		5	001	8	001	3	4	11	10	2010	1	001	437	4174	552	32	154	19	2007-2010	COOK
142570	10	DAVITA - MARION DIALYSIS	324 SOUTH 4TH STREET		MARION	IL	62959	6189978410	Y	Y	DAVITA	1	04DEC1988	13	Y	Y	Y		100	001	97	96		4	001	17	001	3	4	11	10	2010	3	001	437	4174	552	32	154	19	2007-2010	WILLIAMSON
142571	10	FMC - CENTRAL ILLINOIS PEKIN	600 S 13TH ST		PEKIN	IL	61554	3093537629	Y	Y	FRESENIUS MEDICAL CARE (FMC)	1	23FEB1995	9	Y	N	N		100	001	97	96		3	001	3	001	3	4	11	10	2010	2	001	437	4174	552	32	154	19	2007-2010	TAZEWELL
142572	10	FMC - NEOMEDICA - SOUTH SHORE	2420 EAST 79TH ST		CHICAGO	IL	60649	7733749002	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	13FEB1995	16	Y	N	Y		96	001	97	96		0	001	8	001	3	4	11	10	2010	2	001	437	4174	552	32	154	19	2007-2010	COOK
142573	10	FMC - SALINE COUNTY	275 SMALL STREET		HARRISBURG	IL	62946	6182521109	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	25OCT1996	15	Y	Y	Y		94	001	97	96		2	001	2	001	3	4	11	10	2010	3	001	437	4174	552	32	154	19	2007-2010	SALINE
142574	10	FMC - PEORIA DOWNTOWN	410 W ROMEO B GARRETT AVE.		PEORIA	IL	61605	3096374100	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	12JUN1995	32	Y	N	N		97	001	97	96		0	001	6	001	3	4	11	10	2010	2	001	437	4174	552	32	154	19	2007-2010	PEORIA
142575	10	DSI - MARKHAM	3053-3055 WEST 159TH STREET		MARKHAM	IL	60428	7083333516	N	Y	NATIONAL RENAL INSTITUTES (NRI)	1	21JUN1996	22	Y	Y	N		100	001	97	96		3	001	7	001	3	4	11	10	2010	2	001	437	4174	552	32	154	19	2007-2010	UNKNOWN
142576	10	FMC - OTTAWA DIALYSIS	1601 MERCURY CIRCLE, STE 3		OTTAWA	IL	61350	8154342125	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	25OCT1996	12	Y	N	N		100	001	97	96		0	001	16	001	3	4	11	10	2010	2	001	437	4174	552	32	154	19	2007-2010	LA SALLE
142577	10	DSI - WAUKEGAN RENAL CENTER	1616 GRAND AVE STE C		WAUKEGAN	IL	60085	8476625111	N	Y	NATIONAL RENAL INSTITUTES (NRI)	1	22AUG1997	22	Y	Y	N		95	001	97	96		0	001	28	001	3	4	11	10	2010	1	001	437	4174	552	32	154	19	2007-2010	LAKE
142578	10	FMC - MIDWEST - KEWANEE	230 WEST SOUTH ST.		KEWANEE	IL	61443	3098540917	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	21JUL1997	7	Y	N	N		100	001	97	96		0	001	6	001	3	4	11	10	2010	2	001	437	4174	552	32	154	19	2007-2010	HENRY
142579	10	WESTERN ILLINOIS KIDNEY CENTER	765 N. KELLOGG STREET,  STE 101		GALESBURG	IL	61401	3093454580	N	N	INDEPENDENT	1	25MAY1998	11	Y	Y	N		94	001	97	96		4	001	4	001	3	4	11	10	2010	2	001	437	4174	552	32	154	19	2007-2010	KNOX
142580	10	EFFINGHAM DIALYSIS	904 MEDICAL PARK DRIVE, SUITE 1		EFFINGHAM	IL	62401	2173429558	N	Y	DAVITA	1	01JAN1998	16	Y	Y	Y		92	001	97	96		6	001	12	001	3	4	11	10	2010	2	001	437	4174	552	32	154	19	2007-2010	EFFINGHAM
142581	10	JACKSONVILLE DIALYSIS	1515 W WALNUT ST., # 11 DOCTORS PLAZA		JACKSONVILLE	IL	62650	2172433042	N	Y	DAVITA	1	25OCT1996	14	Y	N	N		93	001	97	96		2	001	0	001	3	4	11	10	2010	2	001	437	4174	552	32	154	19	2007-2010	MORGAN
142582	10	DAVITA - LINCOLN DIALYSIS	2100 WEST FIFTH ST		LINCOLN	IL	62656	2177326798	N	Y	DAVITA	1	01JAN1998	14	Y	N	N		87	001	97	96		5	001	0	001	3	4	11	10	2010	3	001	437	4174	552	32	154	19	2007-2010	LOGAN
142583	10	LITCHFIELD DIALYSIS	915 ST FRANCIS WAY		LITCHFIELD	IL	62056	2173242200	N	Y	DAVITA	1	25OCT1996	11	Y	N	Y		98	001	97	96		0	001	9	001	3	4	11	10	2010	2	001	437	4174	552	32	154	19	2007-2010	MONTGOMERY
142584	10	MACON COUNTY DIALYSIS	1090 W MCKINLEY		DECATUR	IL	62526	2178779351	N	Y	DAVITA	1	01JAN1998	21	Y	N	N		96	001	97	96		2	001	47	001	3	4	11	10	2010	2	001	437	4174	552	32	154	19	2007-2010	MACON
142585	10	DAVITA - MATTOON DIALYSIS	6051 DEVELOPEMENT DRIVE		CHARLESTON	IL	61920	2173452550	Y	Y	DAVITA	1	01JAN1998	16	Y	Y	N		92	001	97	96		0	001	26	001	3	4	11	10	2010	2	001	437	4174	552	32	154	19	2007-2010	COLES
142586	10	DAVITA - SPRINGFIELD CENTRAL DIALYSIS	932 N RUTLEDGE STREET		SPRINGFIELD	IL	62702	2177883688	N	Y	DAVITA	1	01JAN1998	21	Y	Y	Y		98	001	97	96		5	001	2	001	3	4	11	10	2010	2	001	437	4174	552	32	154	19	2007-2010	SANGAMON
142587	10	TAYLORVILLE DIALYSIS	901 W SPRESSER		TAYLORVILLE	IL	62568	2178245460	N	Y	DAVITA	1	25OCT1996	10	Y	N	N		100	001	97	96		0	001	0	001	3	4	11	10	2010	2	001	437	4174	552	32	154	19	2007-2010	CHRISTIAN
142588	10	FMC - CHAMPAIGN - URBANA DIALYSIS CENTER	1405 W PARK STREET		URBANA	IL	61801	2173284100	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	31DEC1998	25	Y	Y	N		95	001	97	96		5	001	4	001	3	4	11	10	2010	2	001	437	4174	552	32	154	19	2007-2010	CHAMPAIGN
142589	10	FMC - RANDOLPH COUNTY	102 MEMORIAL DRIVE		CHESTER	IL	62233	6188264411	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	05MAR1999	7	Y	N	N		100	001	97	96		5	001	9	001	3	4	11	10	2010	2	001	437	4174	552	32	154	19	2007-2010	RANDOLPH
142590	10	SPRINGFIELD MONTVALE DIALYSIS	2930 S MONTVALE DRIVE, STE A		SPRINGFIELD	IL	62704	2177932781	N	Y	DAVITA	1	23AUG1999	17	Y	N	N		98	001	97	96		6	001	2	001	3	4	11	10	2010	2	001	437	4174	552	32	154	19	2007-2010	SANGAMON
142591	10	FMC - MACOMB	523 EAST GRANT STREET		MACOMB	IL	61455	3098361662	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	03MAR2000	5	Y	N	N		100	001	97	96		0	001	7	001	3	4	11	10	2010	1	001	437	4174	552	32	154	19	2007-2010	MCDONOUGH
142592	10	QUAD CITIES KIDNEY CENTER - GENESEO	600 NORTH COLLEGE AVE.,  STE 150		GENESEO	IL	61254	3099451787	N	N	INDEPENDENT	1	09NOV1999	6	Y	N	N		100	001	97	96		0	001	0	001	3	4	11	10	2010	2	001	437	4174	552	32	154	19	2007-2010	HENRY
142593	10	FMC - LAGRANGE HOME DIALYSIS CENTER	2400 WOLF RD.  SUITE 101-B		WESTCHESTER	IL	60154	7085628220	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	07FEB2000	0	N	Y	Y			201	97	96			201		201	3	4	11	10	2010		199	437	4174	552	32	154	19	2007-2010	COOK
142594	10	FMC - ELK GROVE HOME DIALYSIS CENTER	901 BIESTERFIELD ROAD  SUITE 401		ELK GROVE VILLAGE	IL	60007	8479529866	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	31AUG2000	0	N	Y	Y			199	97	96		0	001	23	001	3	4	11	10	2010	3	001	437	4174	552	32	154	19	2007-2010	COOK
142595	10	FMC - DUQUOIN	4 WEST MAIN STREET		DUQUOIN	IL	62832	6185426477	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	15FEB2000	10	Y	N	N		96	001	97	96		3	001	6	001	3	4	11	10	2010	2	001	437	4174	552	32	154	19	2007-2010	PERRY
142596	10	FMC - MORRIS DIALYSIS	1401 LAKEWOOD DRIVE  STE B		MORRIS	IL	60450	8159426094	Y	Y	FRESENIUS MEDICAL CARE (FMC)	1	24JAN2000	9	Y	N	N		100	001	97	96		6	001	6	001	3	4	11	10	2010	2	001	437	4174	552	32	154	19	2007-2010	GRUNDY
142597	10	FMC - NORTHWESTERN	710 N FAIRBANKS CT/OLSON PAVILLION/STE # 4 -200		CHICAGO	IL	60611	3122740202	Y	Y	FRESENIUS MEDICAL CARE (FMC)	1	01JAN2000	44	Y	Y	N		87	001	97	96		9	001	0	001	3	4	11	10	2010	1	001	437	4174	552	32	154	19	2007-2010	COOK
142598	10	QUALITY RENAL CARE	2203 RANDALL RD		CARPENTERSVILLE	IL	60110	8474266456	N	N	INDEPENDENT	1	30MAY2000	13	Y	Y	N		100	001	97	96		3	001	2	001	3	4	11	10	2010	2	001	437	4174	552	32	154	19	2007-2010	KANE
142599	10	DECATUR EAST WOOD DIALYSIS	794 EAST WOOD STREET		DECATUR	IL	62523	2174256403	N	Y	DAVITA	1	01JUN2000	16	Y	Y	Y		98	001	97	96		0	001	22	001	3	4	11	10	2010	2	001	437	4174	552	32	154	19	2007-2010	MACON
142600	10	NEPHRON DIALYSIS CENTER LTD	5140 NORTH CALIFORNIA AVE., STE 510		CHICAGO	IL	60625	7732932100	N	N	INDEPENDENT	1	15JUN2000	12	Y	Y	N		100	001	97	96		5	001	2	001	3	4	11	10	2010	1	001	437	4174	552	32	154	19	2007-2010	COOK
142601	10	FMC - GREENWOOD AVENUE DIALYSIS CENTER	1111 EAST 87TH STREET, SUITE 700		CHICAGO	IL	60619	7733755668	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	06JUL2000	28	Y	Y	N		87	001	97	96		4	001	9	001	3	4	11	10	2010	2	001	437	4174	552	32	154	19	2007-2010	COOK
142602	10	FMCNA - NORTH AVENUE DIALYSIS CENTER	911 W. NORTH AVENUE		MELROSE PARK	IL	60160	7083446122	Y	Y	FRESENIUS MEDICAL CARE (FMC)	1	11JUL2000	20	Y	Y	N		95	001	97	96		3	001	12	001	3	4	11	10	2010	2	001	437	4174	552	32	154	19	2007-2010	COOK
142603	10	DIALYSIS CENTERS OF AMERICA-ILLINOIS	1830 SOUTH  44TH STREET		DECATUR	IL	62521	2174236760	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	11AUG2000	12	Y	N	N		97	001	97	96		3	001	8	001	3	4	11	10	2010	2	001	437	4174	552	32	154	19	2007-2010	MACON
142604	10	CHILDRENS DIALYSIS CENTER	2611 N. HALSTED		CHICAGO	IL	60614	7735492010	N	Y	DAVITA	1	01APR2000	6	Y	Y	N			199	97	96		17	001	8	001	3	4	11	10	2010	2	001	437	4174	552	32	154	19	2007-2010	COOK
142605	10	FMC - BOLINGBROOK DIALYSIS	329 REMINGTON BLVD, STE 110		BOLINGBROOK	IL	60440	6307591395	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	06NOV2000	20	Y	Y	N		97	001	97	96		1	001	2	001	3	4	11	10	2010	1	001	437	4174	552	32	154	19	2007-2010	WILL
142606	10	DUPAGE PERITONEAL DIALYSIS SERVICES	501 W. LAKE STREET, SUITE 201		ELMHURST	IL	60126	6307582490	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	15DEC2000	0	N	Y	N			256	97	96		0	001	0	001	3	4	11	10	2010	2	001	437	4174	552	32	154	19	2007-2010	DU PAGE
142607	10	FMC - NEOMEDICA - HAZELCREST	17524 CARRIAGE WAY		HAZEL CREST	IL	60429	7087982899	Y	Y	FRESENIUS MEDICAL CARE (FMC)	1	09OCT2000	16	Y	N	N		98	001	97	96		4	001	9	001	3	4	11	10	2010	2	001	437	4174	552	32	154	19	2007-2010	COOK
142608	10	DAVITA - BENTON DIALYSIS	1151 ROUTE 14 WEST		BENTON	IL	62812	6184354850	N	Y	DAVITA	1	14MAR2001	13	Y	Y	Y		86	001	97	96		4	001	6	001	3	4	11	10	2010	2	001	437	4174	552	32	154	19	2007-2010	FRANKLIN
142609	10	DAVITA - CENTRALIA DIALYSIS	1231 STATE ROUTE 161 EAST		CENTRALIA	IL	62801	6185332535	N	Y	DAVITA	1	15NOV2000	14	Y	Y	Y		100	001	97	96		2	001	11	001	3	4	11	10	2010	2	001	437	4174	552	32	154	19	2007-2010	MARION
142610	10	FMC - DECATUR -  PD	302 W. HAY ST.,  SUITE 207		DECATUR	IL	62526	2178768663	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	01APR2001	0	N	Y	N			256	97	96			199		199	3	4	11	10	2010	2	001	437	4174	552	32	154	19	2007-2010	MACON
142611	10	FMC - PONTIAC	804 W. MADISON ST.		PONTIAC	IL	61764	8158444340	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	27MAR2001	9	Y	N	N		100	001	97	96		0	001	8	001	3	4	11	10	2010	2	001	437	4174	552	32	154	19	2007-2010	LIVINGSTON
142612	10	FMC - VILLA PARK	200 EAST NORTH AVENUE		VILLA PARK	IL	60181	6306178807	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	04DEC2000	24	Y	Y	Y		96	001	97	96		3	001	10	001	3	4	11	10	2010	2	001	437	4174	552	32	154	19	2007-2010	DU PAGE
142613	10	FMC - PEORIA NORTH	10405 N. JULIET COURT		PEORIA	IL	61615	3092432200	Y	Y	FRESENIUS MEDICAL CARE (FMC)	1	19MAR2001	17	Y	Y	Y		92	001	97	96		2	001	16	001	3	4	11	10	2010	2	001	437	4174	552	32	154	19	2007-2010	PEORIA
142614	10	TRI CITIES DIALYSIS LLC	306 RANDALL RD		GENEVA	IL	60134	6302621306	Y	N	INDEPENDENT	1	05MAR2001	18	Y	Y	Y		98	001	97	96		2	001	6	001	3	4	11	10	2010	1	001	437	4174	552	32	154	19	2007-2010	KANE
142615	10	DAVITA - STONE CREST DIALYSIS	1302 E. STATE ST.		ROCKFORD	IL	61104	8159685794	Y	Y	DAVITA	1	04JUN2001	10	Y	Y	N		96	001	97	96		11	001	7	001	3	4	11	10	2010	2	001	437	4174	552	32	154	19	2007-2010	WINNEBAGO
142616	10	FMC - NEOMEDICA - ROUND LAKE	401 W. NIPPERSINK		ROUND LAKE	IL	60073	8477405281	Y	Y	FRESENIUS MEDICAL CARE (FMC)	1	08JAN2001	16	Y	N	N		96	001	97	96		0	001	11	001	3	4	11	10	2010	2	001	437	4174	552	32	154	19	2007-2010	LAKE
142617	10	FMC - GLENDALE HEIGHTS DIALYSIS CENTER	520 E. NORTH AVE		GLENDALE HEIGHTS	IL	60139	6308588025	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	01OCT2001	17	Y	N	N		96	001	97	96		2	001	15	001	3	4	11	10	2010	1	001	437	4174	552	32	154	19	2007-2010	DU PAGE
142618	10	FMC - SKOKIE DIALYSIS	9801 WOODS DR		SKOKIE	IL	60077	8475811620	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	01JUL2001	14	Y	Y	Y		100	001	97	96		0	001	14	001	3	4	11	10	2010	1	001	437	4174	552	32	154	19	2007-2010	COOK
142619	10	DAVITA - ALTON DIALYSIS	3511 COLLEGE AVENUE		ALTON	IL	62002	6184654745	N	Y	DAVITA	1	01SEP2001	12	Y	Y	N		98	001	97	96		2	001	10	001	3	4	11	10	2010	3	001	437	4174	552	32	154	19	2007-2010	MADISON
142620	10	RUSHVILLE DIALYSIS	112 SULLIVAN DR		RUSHVILLE	IL	62681	2173222652	N	Y	DAVITA	1	06DEC2001	7	Y	N	N		100	001	97	96		0	001	9	001	3	4	11	10	2010	2	001	437	4174	552	32	154	19	2007-2010	SCHUYLER
142621	10	FMC - MIDAMERICA EVANSTON	2953 CENTRAL ST 1ST FLOOR		EVANSTON	IL	60201	8478699436	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	01AUG2001	20	Y	N	N		100	001	97	96		4	001	12	001	3	4	11	10	2010	1	001	437	4174	552	32	154	19	2007-2010	COOK
142622	10	DSI - HAZELCREST	3470 W 183RD ST		HAZEL CREST	IL	60429	7087993101	Y	Y	NATIONAL RENAL INSTITUTES (NRI)	1	28FEB2002	16	Y	N	N		100	001	97	96		7	001	17	001	3	4	11	10	2010	2	001	437	4174	552	32	154	19	2007-2010	COOK
142624	10	SHELBYVILLE COMMUNITY DIALYSIS	410 S HEINLEIN DRIVE		SHELBYVILLE	IL	62565	2177741527	N	N	INDEPENDENT	1	06FEB2003	9	Y	Y	Y		100	001	97	96		0	001	12	001	3	4	11	10	2010	2	001	437	4174	552	32	154	19	2007-2010	SHELBY
142625	10	DANVILLE DIALYSIS SERVICES, LLC	910 W CLAY STREET		DANVILLE	IL	61832	2174461111	N	N	INDEPENDENT	1	02APR2002	19	Y	Y	N		98	001	97	96		0	001	7	001	3	4	11	10	2010	2	001	437	4174	552	32	154	19	2007-2010	VERMILION
142626	10	DSI - SCHAUMBURG HOME RENAL CENTER	17 W. GOLF RD.		ARLINGTON HEIGHTS	IL	60005	8474372188	N	Y	NATIONAL RENAL INSTITUTES (NRI)	1	22MAY2002	0	N	Y	N			256	97	96			199		199	3	4	11	10	2010	2	001	437	4174	552	32	154	19	2007-2010	COOK
142627	10	FMC - WILLIAMSON COUNTY	900 SKYLINE DR, SUITE 200		MARION	IL	62959	6189931625	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	11JUL2002	11	Y	Y	N		98	001	97	96		2	001	11	001	3	4	11	10	2010	2	001	437	4174	552	32	154	19	2007-2010	WILLIAMSON
142628	10	DSI - ARLINGTON HEIGHTS	17 W GOLF ROAD		ARLINGTON HEIGHTS	IL	60005	8474372188	N	Y	NATIONAL RENAL INSTITUTES (NRI)	2	23JUL2002	18	Y	N	Y		92	001	97	96		2	001	24	001	3	4	11	10	2010	2	001	437	4174	552	32	154	19	2007-2010	COOK
142630	10	FMC - ALSIP DIALYSIS CENTER	12250 S CICERO  STE 105		ALSIP	IL	60803	7083890955	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	30JAN2003	16	Y	N	N		96	001	97	96		8	001	4	001	3	4	11	10	2010	2	001	437	4174	552	32	154	19	2007-2010	COOK
142631	10	FMC - DIALYSIS SERVICES OF CONGRESS PARKWAY	3410 WEST VAN BUREN STREET		CHICAGO	IL	60624	7737224245	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	06NOV2002	30	Y	Y	N		97	001	97	96		7	001	7	001	3	4	11	10	2010	2	001	437	4174	552	32	154	19	2007-2010	COOK
142632	10	FMC - WILLOWBROOK	6300 S KINGERY HWY STE 408		WILLOWBROOK	IL	60527	6303250309	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	02OCT2002	20	Y	Y	N		100	001	97	96		0	001	28	001	3	4	11	10	2010	1	001	437	4174	552	32	154	19	2007-2010	DU PAGE
142633	10	DAVITA - ILLINI RENAL DIALYSIS	507 E UNIVERSITY AVENUE		CHAMPAIGN	IL	61820	2173787800	N	Y	DAVITA	1	03FEB2003	10	Y	Y	Y		69	001	97	96		0	001	24	001	3	4	11	10	2010	2	001	437	4174	552	32	154	19	2007-2010	CHAMPAIGN
142634	10	DAVITA - MARYVILLE DIALYSIS	2130 VADALABENE DRIVE		MARYVILLE	IL	62062	6182880703	N	Y	DAVITA	1	01JAN2003	12	Y	N	N		98	001	97	96		2	001	4	001	3	4	11	10	2010	3	001	437	4174	552	32	154	19	2007-2010	MADISON
142635	10	DAVITA - CHICAGO  HEIGHTS DIALYSIS	177 B WEST JOE ORR RD		SOUTH CHICAGO HEIGHT	IL	60411	7087559000	Y	Y	DAVITA	1	10MAR2003	16	Y	Y	N		96	001	97	96		6	001	14	001	3	4	11	10	2010	2	001	437	4174	552	32	154	19	2007-2010	COOK
142636	10	DAVITA - JERSEYVILLE DIALYSIS	917 SOUTH STATE		JERSEYVILLE	IL	62052	6184989532	N	Y	DAVITA	1	31MAR2003	7	Y	N	N		100	001	97	96		20	001	20	001	3	4	11	10	2010	2	001	437	4174	552	32	154	19	2007-2010	JERSEY
142637	10	BREESE DIALYSIS	160 NORTH MAIN STREET		BREESE	IL	62230	6185267370	N	Y	RENAL ADVANTAGE, INC.	1	24MAR2003	8	Y	Y	Y		86	001	97	96		5	001	5	001	3	4	11	10	2010	2	001	437	4174	552	32	154	19	2007-2010	CLINTON
142638	10	BEVERLY DIALYSIS	8109 SOUTH WESTERN AVE		CHICAGO	IL	60620	7737780173	Y	Y	DAVITA	1	06JUN2003	12	Y	N	N		100	001	97	96		0	001	11	001	3	4	11	10	2010	1	001	437	4174	552	32	154	19	2007-2010	COOK
142639	10	DAVITA - SYCAMORE	2200 GATEWAY DR		SYCAMORE	IL	60178	8157580205	N	Y	DAVITA	2	01FEB1990	12	Y	Y	Y		98	001	97	96		2	001	30	001	3	4	11	10	2010	2	001	437	4174	552	32	154	19	2007-2010	DEKALB
142640	10	DAVITA CHURCHVIEW DIALYSIS CENTER	5970 CHURCHVIEW DRIVE		ROCKFORD	IL	61107	8156379644	Y	Y	DAVITA	1	04JAN1996	24	Y	Y	N		96	001	97	96		4	001	13	001	3	4	11	10	2010	2	001	437	4174	552	32	154	19	2007-2010	WINNEBAGO
142641	10	FMC-DIALYSIS SERVICES OF BURBANK	4811 W 77TH ST		BURBANK	IL	60459	7082290584	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	08SEP2003	22	Y	N	N		97	001	97	96		7	001	12	001	3	4	11	10	2010	2	001	437	4174	552	32	154	19	2007-2010	COOK
142642	10	DAVITA - FREEPORT DIALYSIS	1028 KUNKLE BOULEVARD		FREEPORT	IL	61032	8152322477	Y	Y	DAVITA	1	01MAY2003	10	Y	Y	N		100	001	97	96		2	001	12	001	3	4	11	10	2010	2	001	437	4174	552	32	154	19	2007-2010	STEPHENSON
142643	10	QUALITY RENAL CARE, LLC	910  GREENLEE STREET, SUITE B		MARENGO	IL	60152	8155685800	N	N	INDEPENDENT	1	03NOV2003	10	Y	N	N		100	001	97	96		3	001	7	001	3	4	11	10	2010	2	001	437	4174	552	32	154	19	2007-2010	MCHENRY
142644	10	MAPLE AVENUE KIDNEY CENTER	610 S MAPLE AVENUE, SUITE 4100		OAK PARK	IL	60304	7086604100	N	N	INDEPENDENT	1	12DEC2003	12	Y	Y	Y		97	001	97	96		13	001	5	001	3	4	11	10	2010	3	001	437	4174	552	32	154	19	2007-2010	COOK
142645	10	DIXON DIALYSIS CENTER	101 WEST SECOND STREET		DIXON	IL	61021	8152840555	N	N	INDEPENDENT	1	18MAR2004	8	Y	N	N		100	001	97	96		7	001	0	001	3	4	11	10	2010	2	001	437	4174	552	32	154	19	2007-2010	LEE
142646	10	GARFIELD KIDNEY CENTER	3250 W. FRANKLIN BLVD		CHICAGO	IL	60624	7736381160	Y	N	INDEPENDENT	1	01DEC2003	16	Y	N	N		94	001	97	96		8	001	42	001	3	4	11	10	2010	3	001	437	4174	552	32	154	19	2007-2010	COOK
