"Provider Number","Network","Facility Name","Address Line 1","Address Line 2","City","STATE","Zip","County","Phone Number","Profit or Non-Profit?","Chain Owned?","Chain Organization","Late Shift?","# of Dialysis Stations","Offers In-Center Hemodialysis","Offers In-Cener Peritoneal Dialysis","Offers Home Hemodialysis Training","Certification Date","Claims Date","Mineral and Bone Disorder Date","STrR Date","Percentage of Medicare patients with Hgb<10 g/dL","Hgb <10 Data Availability Code","Percentage of Medicare patients with Hgb>12 g/dL","Hgb >12 Data Availability Code","Number of dialysis patients with Hgb data","Lists the facility’s Standardized Transfusion Ratio (FACILITY)","Lists the upper confident limit (97.5%) for Standardized Transfusion Ratio (STRr)","Lists the lower confident limit (2.5%) for Standardized Transfusion Ratio (STRr)","Patient Transfusion data availability Code","Patient transfusion category text","Lists the number of patients included in the facility’s transfusion summary (FACILITY)","Percentage of HD patients with URR>=65%","URR Data Availability Code","Percent of Adult HD patients with Kt/V >= 1.2","Adult HD Kt/V Data Availability Code","Percentage of Adult PD PTS with Kt/V >= 1.7","Adult PD Kt/V Data Availability Code","Percentage of Pediatric HD patients with Kt/V >= 1.2","Pediatric HD Kt/V Data Availability Code","Lists the number of heomodialysis patients included in the URR greater than or equal 65 percent summary (FACILITY)","Number of Adult HD patients with Kt/V data","Number of Adult HD patient-months with Kt/V data","Number of Adult PD patients with Kt/V data","Number of Adult PD patient-months with Kt/V data","Number of Pediatric HD patients with Kt/V data","Number of Pediatric HD patient-months with Kt/V data","Percentage of patients with arteriovenous fistulae in place","Arteriovenous fistulae in place Data Availability Code","Percentage of patients with vascular catheter in use for 90 days or longer","Vascular catheter Data Availability Code","Number of Adult patients included in arterial venous fistula and catheter summaries","Number of Adult patient-months included in arterial venous fistula and catheter summaries","Hypercalcemia Data Availability Code","Lists the number of patients included in the facility’s hypercalcemia summary (FACILITY)","Lists the number of patient-months included in the facility’s hypercalcemia summary (FACILITY)","Lists the percentage of Adult patients with hypercalcemia (serum calcium greater than 10.2 mg/dL) (FACILITY)","Lists the number of patients included in the facility’s serum phosphorus summary (FACILITY)","Lists the number of patient-months included in the facility’s serum phosphorus summary (FACILITY)","Serum phosphorus Data Availability Code","Lists the percentage of Adult patients with serum phosphorus less than 3.5 mg/dL (FACILITY)","Lists the percentage of Adult patients with serum phosphorus between 3.5-4.5 mg/dL (FACILITY)","Lists the percentage of Adult patients with serum phosphorus between 4.6-5.5 mg/dL (FACILITY)","Lists the percentage of Adult patients with serum phosphorus between 5.6-7.0 mg/dL (FACILITY)","Lists the percentage of Adult patients with serum phosphorus greater than 7.0 mg/dL (FACILITY)","SMR Date","SHR Date","SHR: Upper Confidence Limit (95%)","SMR: Upper Confidence Limit (95%)","SHR: Lower Confidence Limit (5%)","SMR: Lower Confidence Limit (5%)","Patient hospitalization category text","Patient hospitalization Data Availability Code","Patient survival category text","Patient survival Data Availability Code","Number of patients included in hospitalization summary","Number of patients included in survival summary","Standardized Hospitalization Ratio","Standardized Mortality Ratio"
"032549","15","SAFFORD DIALYSIS (FMC)","1250 S 20TH AVE","","SAFFORD","AZ","85546","GRAHAM","(928) 428-1400","Profit","Yes","RENAL CARE GROUP INC.","0","16","1","1","0","1997-09-09 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","12","001","0","001","33","0.72","2.32","0.26","001","As Expected","51","100","001","87","001","","199","","201","35","57","406","6","43","0","0","69","001","9","001","64","464","001","66","505","1","71","547","001","12","29","23","28","9","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.61","1.62","0.5","0.84","As Expected","001","As Expected","001","57","280","0.89","1.19"
"032550","15","NORTH PHOENIX DIALYSIS (FMC)","1957 W DUNLAP AVE STE 6C","","PHOENIX","AZ","85021","MARICOPA","(602) 943-1763","Profit","Yes","FRESENIUS MEDICAL CARE","0","19","1","1","1","1993-12-10 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","21","001","0","001","47","1.76","3.14","1.06","001","Worse than Expected","121","93","001","79","001","70","001","","254","40","84","478","19","104","0","0","75","001","12","001","99","606","001","160","1168","3","156","1147","001","11","30","27","23","9","01/01/2010-12/31/2013","01/01/2013-12/31/2013","2.58","1.56","1.28","1","Worse than Expected","001","As Expected","001","131","641","1.8","1.25"
"032551","15","MESA DIALYSIS (DSI)","1337 S GILBERT RD STE 109","","MESA","AZ","85204","MARICOPA","(480) 926-1906","Profit","Yes","INDEPENDENT","0","16","1","0","0","1997-09-08 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","27","001","0","001","11","2.11","6.1","0.83","001","As Expected","24","100","001","95","001","","257","","254","13","24","148","0","0","0","0","67","001","16","001","24","152","001","30","285","6","30","288","001","8","26","26","28","13","01/01/2010-12/31/2013","01/01/2013-12/31/2013","3","1.35","0.91","0.55","As Expected","001","As Expected","001","28","180","1.6","0.88"
"032552","15","ARROWHEAD DIALYSIS (FMC)","16844 N 59TH AVE","","GLENDALE","AZ","85306","MARICOPA","(602) 439-8200","Profit","Yes","FRESENIUS MEDICAL CARE","0","13","1","0","0","1994-07-19 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","6","001","0","001","16","1.31","3.8","0.52","001","As Expected","40","100","001","83","001","","257","","254","19","50","232","0","0","0","0","74","001","10","001","53","247","001","56","408","5","61","431","001","13","34","22","20","10","01/01/2010-12/31/2013","01/01/2013-12/31/2013","2.22","1.6","0.75","0.75","As Expected","001","As Expected","001","46","224","1.25","1.12"
"032553","15","PAPAGO DIALYSIS (DVA)","5115 EAST THOMAS, SUITE #115","","PHOENIX","AZ","85018","MARICOPA","(602) 956-1831","Profit","Yes","DAVITA","0","6","1","0","0","1994-09-06 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","7","001","0","001","15","0.24","9.45","0.01","001","As Expected","26","100","001","91","001","","257","","254","12","36","158","0","0","0","0","83","001","3","001","37","161","001","51","313","4","52","314","001","11","31","39","11","8","01/01/2010-12/31/2013","01/01/2013-12/31/2013","2.69","1.5","0.61","0.51","As Expected","001","As Expected","001","31","165","1.22","0.91"
"032556","15","SOUTH YUMA DIALYSIS (DVA)","7179 E 31ST PL","","YUMA","AZ","85365","YUMA","(928) 317-0517","Profit","Yes","GAMBRO HEALTHCARE","1","20","1","0","0","1995-03-27 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","10","001","0","001","52","0.74","1.8","0.34","001","As Expected","90","98","001","92","001","","257","","254","60","119","702","0","0","0","0","66","001","9","001","131","774","001","124","1102","0","140","1159","001","10","30","39","12","9","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.37","1.21","0.47","0.72","As Expected","001","As Expected","001","110","556","0.79","0.94"
"032557","15","TUCSON SOUTH DIALYSIS (DVA)","3662 S 16TH AVE","","TUCSON","AZ","85713","PIMA","(520) 882-9665","Profit","Yes","GAMBRO HEALTHCARE","0","30","1","1","0","1995-04-13 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","7","001","0","001","45","0.74","1.87","0.33","001","As Expected","75","100","001","92","001","","257","","254","49","81","578","0","0","0","0","75","001","13","001","84","597","001","99","922","1","100","965","001","8","27","40","15","10","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.84","0.97","0.7","0.52","As Expected","001","Better than Expected","001","81","445","1.12","0.72"
"032558","15","BULLHEAD CITY DIALYSIS (FMC)","2650 MIRACLE MILE","","BULLHEAD CITY","AZ","86442","MOHAVE","(928) 763-5550","Profit","Yes","FRESENIUS MEDICAL CARE","1","32","1","1","0","1995-05-17 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","5","001","0","001","91","0.67","1.44","0.34","001","As Expected","129","100","001","82","001","","199","","254","97","211","1170","10","82","0","0","79","001","6","001","222","1250","001","170","1399","4","176","1351","001","6","26","30","25","14","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.45","1.21","0.6","0.82","As Expected","001","As Expected","001","155","746","0.91","1"
"032559","15","FOUR CORNERS DIAL CLINIC KAYENTA (DVA)","US HWY 163 N","","KAYENTA","AZ","86033","NAVAJO","(928) 697-8182","Profit","Yes","DAVITA","0","18","1","0","0","1995-06-07 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","6","001","0","001","31","0.95","2.62","0.39","001","As Expected","35","100","001","94","001","","257","","254","34","47","404","0","0","0","0","58","001","1","001","48","430","001","46","442","0","48","461","001","14","28","38","11","10","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.52","0.73","0.42","0.27","As Expected","001","Better than Expected","001","40","304","0.79","0.46"
"032561","15","CASA GRANDE DIALYSIS (FMC)","695 E COTTONWOOD LN","","CASA GRANDE","AZ","85122","PINAL","(520) 836-2566","Profit","Yes","RENAL CARE GROUP INC.","0","16","1","0","0","1995-09-01 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","6","001","0","001","52","1.01","2.11","0.53","001","As Expected","98","98","001","90","001","","257","","254","65","102","767","0","0","0","0","66","001","13","001","106","830","001","135","1159","3","140","1197","001","9","22","30","27","12","01/01/2010-12/31/2013","01/01/2013-12/31/2013","2","1.33","0.83","0.8","As Expected","001","As Expected","001","116","545","1.26","1.04"
"032562","15","COTTONWOOD DIALYSIS (DVA)","203 S CANDY LN STE 11 A & B","","COTTONWOOD","AZ","86326","YAVAPAI","(928) 639-0014","Profit","Yes","INDEPENDENT","0","10","1","0","0","1996-12-01 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","23","001","0","001","31","0.57","2.57","0.15","001","As Expected","44","100","001","89","001","","257","","254","35","70","388","0","0","0","0","64","001","6","001","78","434","001","57","473","2","60","501","001","10","33","35","11","11","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.52","1.99","0.4","1.19","As Expected","001","Worse than Expected","001","51","276","0.77","1.55"
"032563","15","SCOTTSDALE DIALYSIS (FMC)","1495 N HAYDEN STE D1-D4","","SCOTTSDALE","AZ","85257","MARICOPA","(480) 949-7844","Profit","Yes","RENAL CARE GROUP INC.","0","12","1","0","0","1997-03-01 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","0","001","0","001","29","0.76","2.57","0.26","001","As Expected","47","100","001","92","001","","257","","254","33","60","369","0","0","0","0","79","001","2","001","70","415","001","74","605","0","81","629","001","9","27","29","25","11","01/01/2010-12/31/2013","01/01/2013-12/31/2013","2.11","1.36","0.76","0.71","As Expected","001","As Expected","001","55","313","1.25","1"
"032564","15","MARYVALE DIALYSIS (FMC)","4502 W INDIAN SCHOOL RD STE A4-11","","PHOENIX","AZ","85031","MARICOPA","(623) 247-0695","Profit","Yes","RENAL CARE GROUP INC.","1","28","1","0","0","1997-08-20 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","15","001","0","001","67","0.8","1.78","0.4","001","As Expected","119","100","001","76","001","","257","","254","70","112","744","0","0","0","0","76","001","8","001","119","824","001","161","1115","2","164","1158","001","11","19","25","28","18","01/01/2010-12/31/2013","01/01/2013-12/31/2013","2.43","1.48","1.12","0.91","Worse than Expected","001","As Expected","001","132","646","1.61","1.17"
"032565","15","DESERT DIALYSIS CENTER SOUTH TUCSON (DCI)","1011 E PENNSYLVANIA ST","","TUCSON","AZ","85719","PIMA","(520) 806-0007","Non-Profit","No","DIALYSIS CLINIC, INC.","1","25","1","0","0","1997-09-11 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","6","001","0","001","33","0.77","2.33","0.29","001","As Expected","51","100","001","88","001","","257","","201","35","49","352","0","0","0","0","83","001","4","001","53","402","001","66","630","4","69","647","001","8","22","26","24","20","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.51","1.69","0.43","0.9","As Expected","001","As Expected","001","53","315","0.79","1.25"
"032568","15","RED MOUNTAIN DIALYSIS (FMC)","1211 N COUNTRY CLUB DR STE 4","","MESA","AZ","85201","MARICOPA","(480) 833-7440","Profit","Yes","FRESENIUS MEDICAL CARE","0","13","1","1","0","1997-03-07 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","0","001","0","001","33","0.94","2.71","0.37","001","As Expected","58","100","001","88","001","","257","","254","34","54","394","0","0","0","0","80","001","7","001","59","427","001","75","621","3","81","654","001","9","27","26","24","13","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.95","1.83","0.7","0.99","As Expected","001","As Expected","001","62","326","1.16","1.36"
"032571","15","NORTH SCOTTSDALE DIALYSIS (FMC)","16101 N 82ND ST STE 6-7","","SCOTTSDALE","AZ","85260","MARICOPA","(480) 607-2953","Profit","Yes","FRESENIUS MEDICAL CARE","1","13","1","1","1","1997-06-20 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","5","001","0","001","43","0.97","2.3","0.45","001","As Expected","75","95","001","74","001","76","001","","254","42","117","529","23","177","0","0","73","001","10","001","123","591","001","101","755","4","114","829","001","10","33","25","19","11","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.67","1.26","0.6","0.72","As Expected","001","As Expected","001","93","434","0.99","0.96"
"032572","15","DESERT DIALYSIS SRVS INC-SUN CITY (DVA)","13000 N 103RD AVE STE 66","","SUN CITY","AZ","85351","MARICOPA","(623) 583-3131","Profit","Yes","INDEPENDENT","0","20","1","0","0","1997-07-23 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","9","001","0","001","35","0.81","2.77","0.28","001","As Expected","48","100","001","92","001","","257","","254","34","74","428","0","0","0","0","53","001","26","001","79","473","001","73","560","0","81","615","001","10","31","42","12","5","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.58","1.43","0.52","0.92","As Expected","001","As Expected","001","62","407","0.89","1.15"
"032573","15","PASCUA YAQUI DIALYSIS (DVA)","7490 S CAMINO DE OESTE","","TUCSON","AZ","85757","PIMA","(520) 879-6161","Profit","Yes","GAMBRO HEALTHCARE","0","13","1","1","0","1997-06-27 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","12","001","0","001","34","0.87","2.41","0.36","001","As Expected","48","95","001","93","001","","257","","254","37","48","429","0","0","0","0","73","001","4","001","48","439","001","68","638","1","68","648","001","8","26","43","11","12","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.65","1.34","0.53","0.68","As Expected","001","As Expected","001","52","300","0.93","0.97"
"032575","15","SHOW LOW DIALYSIS (FMC)","1500 S WHITE MOUNTAIN BLVD STE 204","","SHOW LOW","AZ","85901","NAVAJO","(928) 532-8430","Profit","Yes","RENAL CARE GROUP INC.","0","12","1","1","0","1998-01-15 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","17","001","0","001","35","1.66","3.57","0.85","001","As Expected","57","96","001","69","001","49","001","","254","28","76","364","21","140","0","0","52","001","10","001","81","399","001","76","476","4","80","496","001","11","30","25","20","14","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.72","1.51","0.61","0.79","As Expected","001","As Expected","001","68","284","1.02","1.11"
"032577","15","YAVAPAI DIALYSIS (FMC)","3605 RANCH DR","","PRESCOTT","AZ","86303","YAVAPAI","(928) 443-9626","Profit","Yes","FRESENIUS MEDICAL CARE","0","9","1","1","0","1999-01-31 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","11","001","0","001","37","0.49","1.65","0.17","001","As Expected","77","100","001","91","001","83","001","","254","39","86","488","19","144","0","0","76","001","7","001","90","537","001","102","709","4","111","775","001","9","31","31","18","12","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.13","1.54","0.28","0.93","As Expected","001","As Expected","001","88","448","0.55","1.21"
"032578","15","APACHE JUNCTION DIALYSIS (FMC)","11540 E UNIVERSITY DR STE 109","","APACHE JUNCTION","AZ","85220","PINAL","(480) 357-5572","Profit","Yes","RENAL CARE GROUP INC.","0","24","1","0","0","1999-01-22 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","4","001","2","001","45","1.32","2.95","0.65","001","As Expected","71","97","001","73","001","","257","","254","38","82","463","0","0","0","0","64","001","14","001","89","514","001","80","531","3","84","553","001","5","24","32","25","14","01/01/2010-12/31/2013","01/01/2013-12/31/2013","2.22","1.59","0.93","0.96","As Expected","001","As Expected","001","79","395","1.42","1.24"
"032579","15","SUN LAKES DIALYSIS (FMC)","9666 E RIGGS RD STE 143","","SUN LAKES","AZ","85248","MARICOPA","(480) 883-1301","Profit","Yes","RENAL CARE GROUP INC.","0","20","1","0","0","1999-06-02 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","6","001","0","001","32","0.84","2.67","0.3","001","As Expected","41","100","001","89","001","","257","","254","35","47","396","0","0","0","0","75","001","14","001","51","425","001","55","459","0","58","465","001","7","23","29","29","12","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.73","1.26","0.55","0.6","As Expected","001","As Expected","001","49","251","0.97","0.88"
"032580","15","PALM VALLEY DIALYSIS (FMC)","13657 W MCDOWELL RD STE 106","","GOODYEAR","AZ","85338","MARICOPA","(623) 536-1096","Profit","Yes","FRESENIUS MEDICAL CARE","0","12","1","0","0","1999-11-22 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","4","001","0","001","28","1.27","3.38","0.53","001","As Expected","46","100","001","88","001","","257","","254","30","53","357","0","0","0","0","82","001","8","001","56","372","001","65","512","3","69","557","001","8","27","30","23","13","01/01/2010-12/31/2013","01/01/2013-12/31/2013","2.11","1.62","0.71","0.85","As Expected","001","As Expected","001","52","285","1.21","1.19"
"032581","15","AK-CHIN DIALYSIS (FMC)","16536 N MARICOPA RD","","MARICOPA","AZ","85239","PINAL","(520) 568-3120","Profit","Yes","RENAL CARE GROUP INC.","0","12","1","1","0","2000-02-10 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","6","001","0","001","32","0.48","1.93","0.14","001","As Expected","53","95","001","79","001","","257","","254","38","71","442","0","0","0","0","57","001","12","001","74","482","001","65","471","2","66","476","001","7","20","28","30","16","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.86","1.08","0.69","0.47","As Expected","001","As Expected","001","61","281","1.13","0.73"
"032582","15","KINGMAN KIDNEY CENTER INC.","4055 STOCKTON HILL RD STE 15","","KINGMAN","AZ","86409","MOHAVE","(928) 692-6500","Profit","Yes","INDEPENDENT","0","15","1","1","1","2000-06-07 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","0","001","0","001","47","1.05","2.31","0.53","001","As Expected","70","96","001","90","001","","199","","254","49","69","536","3","29","0","0","74","001","13","001","76","591","199","1","1","","1","1","199","","","","","","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.7","1.11","0.65","0.64","As Expected","001","As Expected","001","79","361","1.04","0.85"
"032583","15","SOUTH PHOENIX DIALYSIS (DSI)","4621 S CENTRAL AVE","","PHOENIX","AZ","85040","MARICOPA","(602) 304-1977","Profit","Yes","INDEPENDENT","0","20","1","0","0","2000-06-28 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","11","001","0","001","37","1.18","2.8","0.55","001","As Expected","58","100","001","98","001","","257","","254","41","59","445","0","0","0","0","75","001","6","001","60","473","001","71","652","2","72","657","001","7","27","33","17","16","01/01/2010-12/31/2013","01/01/2013-12/31/2013","2.46","1.47","1.07","0.78","Worse than Expected","001","As Expected","001","61","331","1.61","1.09"
"032586","15","TEMPE RENAL CENTER (DSI)","8820 S KYRENE RD","","TEMPE","AZ","85284","MARICOPA","(480) 893-2299","Profit","Yes","INDEPENDENT","0","12","1","0","0","2001-01-03 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","50","001","0","001","16","0.72","4.52","0.14","001","As Expected","22","95","001","93","001","","257","","254","19","26","215","0","0","0","0","75","001","18","001","27","230","001","30","257","4","30","259","001","9","19","25","29","19","01/01/2010-12/31/2013","01/01/2013-12/31/2013","2.07","1.47","0.53","0.46","As Expected","001","As Expected","001","29","135","1.01","0.86"
"032587","15","DEER VALLEY DIALYSIS (FMC)","21241 N 23RD AVE STE 11","","PHOENIX","AZ","85027","MARICOPA","(623) 869-6089","Profit","Yes","FRESENIUS MEDICAL CARE","0","19","1","0","0","2001-01-31 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","8","001","0","001","37","1.18","2.87","0.54","001","As Expected","64","100","001","75","001","","257","","201","40","163","570","0","0","0","0","79","001","8","001","176","638","001","99","815","3","107","891","001","15","32","27","20","6","01/01/2010-12/31/2013","01/01/2013-12/31/2013","2.11","1.48","0.78","0.86","As Expected","001","As Expected","001","83","409","1.27","1.14"
"032589","15","TUCSON SOUTH CENTRAL DIALYSIS (DVA)","2024 E IRVINGTON RD","","TUCSON","AZ","85714","PIMA","(520) 573-0200","Profit","Yes","GAMBRO HEALTHCARE","0","30","1","1","0","2001-10-04 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","0","001","2","001","41","0.78","2.16","0.32","001","As Expected","62","100","001","88","001","","257","","254","42","70","491","0","0","0","0","60","001","7","001","72","513","001","94","923","0","96","934","001","10","31","48","7","4","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.64","1.28","0.55","0.73","As Expected","001","As Expected","001","73","466","0.94","0.98"
"032592","15","HOPI DIALYSIS CENTER (DVA)","HIGHWAY 264 MP 388","","POLACCA","AZ","86042","NAVAJO","(928) 737-5490","Profit","Yes","DAVITA","0","11","1","1","0","2001-08-28 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","4","001","0","001","24","0.69","2.75","0.2","001","As Expected","33","100","001","90","001","","199","","254","26","27","300","6","49","0","0","84","001","0","001","27","304","001","40","389","1","40","389","001","16","29","25","21","9","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.71","0.79","0.44","0.32","As Expected","001","Better than Expected","001","34","267","0.85","0.52"
"032593","15","GRANITE VALLEY DIALYSIS (FMC)","14510 W SHUMWAY DR STE 100","","SUN CITY WEST","AZ","85375","MARICOPA","(623) 546-2718","Profit","Yes","FRESENIUS MEDICAL CARE","0","18","1","0","0","2002-01-16 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","0","001","0","001","13","1.44","5.76","0.42","001","As Expected","22","100","001","91","001","","257","","254","15","24","147","0","0","0","0","67","001","10","001","24","168","001","38","287","4","41","312","001","7","27","34","26","5","01/01/2010-12/31/2013","01/01/2013-12/31/2013","2.42","1.25","0.67","0.62","As Expected","001","As Expected","001","32","216","1.23","0.9"
