provnum	network	facname	phyaddr1	phyaddr2	phycity	phystate	phyzip	phonenum	shift	chainyn	chainnam	owntype	certdate	totstas	HD	PD	homehd	PURR_F	urrg65_f	URRG65_C	urrg65_u	urrg65_s	hctrd_f	hctg33_f	HCTG33_C	hctg33_u	hctg33_s	DATEURHT	PTSURV_F	PTSURV_C	ptsurvu1	ptsurvu2	ptsurvu3	ptsurvs1	ptsurvs2	ptsurvs3	DATESMR	CNTYNAME
052606	18	SANTA BARBARA ARTIFICIAL KIDNEY CENTER, LLC	1704 STATE STREET		SANTA BARBARA	CA	93101	8056829942	N	N	INDEPENDENT	1	03DEC1984	16	Y	Y	N	54	74	001	92	91	70	86	001	92	92	2005	2	001	100	4013	174	12	364	10	2002-2005	SANTA BARBARA
052608	17	DAVITA  FRESNO DIALYSIS CENTER	1111 E. WARNER AVENUE		FRESNO	CA	93710	5594391845	N	Y	DAVITA	1	20JUL1984	26	Y	Y	Y	70	90	001	92	91	91	86	001	92	92	2005	2	001	100	4013	174	12	364	10	2002-2005	FRESNO
052609	17	SATELLITE DIALYSIS	136 EAST COLUMBIA WAY		SONORA	CA	95370	2095323072	Y	Y	REGIONAL-SATELLITE HEALTHCARE	2	05NOV1984	9	Y	N	N	28	100	001	92	91	26	96	001	92	92	2005	2	001	100	4013	174	12	364	10	2002-2005	TUOLUMNE
052610	17	RAI PIEDMONT	2710 TELEGRAPH AVENUE SUITE #100		OAKLAND	CA	94612	5102869948	N	Y	RENAL ADVANTAGE, INC.	1	14JAN1985	33	Y	N	N	78	96	001	92	91	82	93	001	92	92	2005	2	001	100	4013	174	12	364	10	2002-2005	ALAMEDA
052612	17	BMA OF CENTRAL VALLEY RURAL DIALYSIS	1421 NORTH ACACIA		REEDLEY	CA	93654	5596371676	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	04FEB1985	9	Y	N	N	34	91	001	92	91	38	92	001	92	92	2005	2	001	100	4013	174	12	364	10	2002-2005	FRESNO
052613	18	DAVITA-EATON CANYON DIALYSIS	2551 E. WASHINGTON BLVD.		PASADENA	CA	91107	6267988896	N	Y	DAVITA	1	20FEB1985	30	Y	Y	Y	62	94	001	92	91	68	90	001	92	92	2005	2	001	100	4013	174	12	364	10	2002-2005	LOS ANGELES
052614	17	GAMBRO HEALTHCARE OF AUBURN	3126 PROFESSIONAL DRIVE #100		AUBURN	CA	95603	5308868221	N	Y	GAMBRO HEALTHCARE	1	06FEB1985	16	Y	Y	N	27	93	001	92	91	29	97	001	92	92	2005	2	001	100	4013	174	12	364	10	2002-2005	PLACER
052615	17	NAPA DIALYSIS CENTER	3900-C BEL AIRE PLAZA #C		NAPA	CA	94558	7072538938	Y	Y	DAVITA	1	25MAR1985	20	Y	Y	N	49	98	001	92	91	55	98	001	92	92	2005	2	001	100	4013	174	12	364	10	2002-2005	NAPA
052617	18	RAI-GARDEN GROVE BLVD.-GARDEN	12555 GARDEN GROVE BLVD, SUITE 100		GARDEN GROVE	CA	92843	7147417255	Y	Y	RENAL ADVANTAGE, INC.	1	01JAN1987	13	Y	Y	N	38	82	001	92	91	36	97	001	92	92	2005	2	001	100	4013	174	12	364	10	2002-2005	ORANGE
052618	17	FAIRFIELD DIALYSIS CENTER	604 EMPIRE ST.		FAIRFIELD	CA	94533	7074250315	N	Y	DAVITA	1	29MAR1985	24	Y	Y	N	77	96	001	92	91	94	96	001	92	92	2005	2	001	100	4013	174	12	364	10	2002-2005	SOLANO
052619	18	HUNTINGTON DIALYSIS CENTER	806 S. FAIR OAKS AVENUE		PASADENA	CA	91105	6267920548	Y	Y	HEMODIALYSIS, INC.	1	01APR1985	48	Y	Y	N	98	99	001	92	91	100	71	001	92	92	2005	1	001	100	4013	174	12	364	10	2002-2005	LOS ANGELES
052620	18	DAVITA-HEMET	1330 S. STATE STREET, SUITE B		SAN JACINTO	CA	92583	9516541066	Y	Y	DAVITA	1	09MAY1985	14	Y	Y	N	51	88	001	92	91	57	95	001	92	92	2005	2	001	100	4013	174	12	364	10	2002-2005	RIVERSIDE
052621	18	DAVITA-BREA DIALYSIS CENTER	595 TAMARACK AVENUE, SUITES A & B		BREA	CA	92821	7149900110	N	Y	DAVITA	1	15MAY1985	21	Y	N	N	74	95	001	92	91	75	97	001	92	92	2005	2	001	100	4013	174	12	364	10	2002-2005	ORANGE
052622	18	DAVITA-EAST LA PLAZA DIALYSIS	1700 CESAR E. CHAVEZ BLVD., SUITE L-100		LOS ANGELES	CA	90033	3232610484	Y	Y	DAVITA	1	11APR1985	33	Y	Y	N	86	92	001	92	91	99	94	001	92	92	2005	2	001	100	4013	174	12	364	10	2002-2005	LOS ANGELES
052624	17	FMC PETALUMA	715 SOUTH POINT BLVD., SUITE A		PETALUMA	CA	94954	7077659379	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	14AUG1985	17	Y	Y	N	32	100	001	92	91	36	92	001	92	92	2005	2	001	100	4013	174	12	364	10	2002-2005	SONOMA
052627	18	LA PALMA DIALYSIS CENTER, LLC	5451 LA PALMA AVENUE, SUITE 35		LA PALMA	CA	90623	7145235970	Y	N	INDEPENDENT	1	11JUL1985	12	Y	Y	N	52	87	001	92	91	64	88	001	92	92	2005	2	001	100	4013	174	12	364	10	2002-2005	ORANGE
052628	18	HANFORD DIALYSIS	402 W. EIGHTH STREET		HANFORD	CA	93230	5595825462	N	Y	DAVITA	1	05AUG1985	20	Y	Y	N	68	91	001	92	91	84	92	001	92	92	2005	3	001	100	4013	174	12	364	10	2002-2005	KINGS
052629	17	SATELLITE DIALYSIS	40 PENNY LANE SUITE 1		WATSONVILLE	CA	95076	8317288855	N	Y	REGIONAL-SATELLITE HEALTHCARE	2	29AUG1985	21	Y	Y	N	67	100	001	92	91	81	96	001	92	92	2005	2	001	100	4013	174	12	364	10	2002-2005	SANTA CRUZ
052630	17	SATELLITE DIALYSIS	2301 CIRCADIAN WAY #C		SANTA ROSA	CA	95407	7075260717	Y	Y	REGIONAL-SATELLITE HEALTHCARE	2	23SEP1985	24	Y	Y	Y	71	99	001	92	91	84	93	001	92	92	2005	2	001	100	4013	174	12	364	10	2002-2005	SONOMA
052631	18	WILSHIRE DIALYSIS CENTER	1212 WILSHIRE BLVD.		LOS ANGELES	CA	90017	2134825181	Y	Y	DAVITA	1	09SEP1985	19	Y	Y	N	39	100	001	92	91	39	95	001	92	92	2005	2	001	100	4013	174	12	364	10	2002-2005	LOS ANGELES
052632	18	GLENDALE DIALYSIS	1000 E. PALMER AVENUE		GLENDALE	CA	91205	8182416382	Y	Y	DAVITA	1	13SEP1985	22	Y	Y	N	68	82	001	92	91	75	100	001	92	92	2005	2	001	100	4013	174	12	364	10	2002-2005	LOS ANGELES
052633	18	FMC-MISSION HILLS	11550 INDIAN HILLS ROAD, SUITE 100		MISSION HILLS	CA	91345	8188981724	Y	Y	FRESENIUS MEDICAL CARE (FMC)	1	28OCT1985	22	Y	Y	N	89	91	001	92	91	101	90	001	92	92	2005	2	001	100	4013	174	12	364	10	2002-2005	LOS ANGELES
052634	18	RAI-CENTINELA-INGLEWOOD	1416 CENTINELA AVENUE		INGLEWOOD	CA	90302	3106736865	N	Y	RENAL ADVANTAGE, INC.	1	20NOV1985	25	Y	N	N	61	95	001	92	91	61	95	001	92	92	2005	2	001	100	4013	174	12	364	10	2002-2005	LOS ANGELES
052635	18	CALIFORNIA AVENUE DIALYSIS	4900 CALIFORNIA AVENUE, SUITE 100-A		BAKERSFIELD	CA	93309	6613224911	N	Y	DAVITA	1	06NOV1985	20	Y	N	N	37	100	001	92	91	42	95	001	92	92	2005	3	001	100	4013	174	12	364	10	2002-2005	KERN
052637	18	DAVITA-BURBANK DIALYSIS	1211 N. SAN FERNANDO ROAD		BURBANK	CA	91504	8188425576	N	Y	DAVITA	1	27JAN1986	24	Y	N	N	55	95	001	92	91	59	92	001	92	92	2005	2	001	100	4013	174	12	364	10	2002-2005	LOS ANGELES
052638	18	KIDNEY CENTER OF SIMI VALLEY, INC.	2950 N. SYCAMORE DRIVE, SUITE 100		SIMI VALLEY	CA	93065	8055842411	Y	Y	REGIONAL-KIDNEY CENTER, INC.	1	26NOV1985	15	Y	Y	N	43	79	001	92	91	48	85	001	92	92	2005	2	001	100	4013	174	12	364	10	2002-2005	VENTURA
052641	18	HUNTINGTON BEACH DIALYSIS	16892 BOLSA CHICA AVENUE, SUITE 100		HUNTINGTON BEACH	CA	92649	7148462102	Y	Y	DAVITA	1	06FEB1986	10	Y	N	N	33	97	001	92	91	33	97	001	92	92	2005	2	001	100	4013	174	12	364	10	2002-2005	ORANGE
052643	18	TOWER DIALYSIS	8635 W. THIRD STREET, SUITE 560-W		LOS ANGELES	CA	90048	3108551742	Y	Y	DAVITA	1	01JUL1986	25	Y	Y	N	99	89	001	92	91	117	97	001	92	92	2005	2	001	100	4013	174	12	364	10	2002-2005	LOS ANGELES
052644	18	ALHAMBRA COMMUNITY DIALYSIS UNIT	100 S. RAYMOND AVENUE		ALHAMBRA	CA	91801	6264584726	N	N	INDEPENDENT	1	14APR1986	12	Y	Y	Y	48	85	001	92	91	54	52	001	92	92	2005	2	001	100	4013	174	12	364	10	2002-2005	LOS ANGELES
052647	17	SATELLITE DIALYSIS	1729 NORTH OLIVE #9		TURLOCK	CA	95382	2096674888	Y	Y	REGIONAL-SATELLITE HEALTHCARE	2	20MAR1986	25	Y	N	N	61	97	001	92	91	66	97	001	92	92	2005	2	001	100	4013	174	12	364	10	2002-2005	STANISLAUS
052648	18	SAN JUAN CAPISTRANO SOUTH DIALYSIS	31736 RANCHO VIEJO ROAD, SUITE B-C		SAN JUAN CAPISTRANO	CA	92675	9492401454	N	Y	DAVITA	1	01AUG1986	18	Y	N	N	48	94	001	92	91	52	98	001	92	92	2005	2	001	100	4013	174	12	364	10	2002-2005	ORANGE
052651	17	FMC BERKELEY	2895 7TH STREET		BERKELEY	CA	94710	5108430627	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	03DEC1986	24	Y	N	N	77	87	001	92	91	84	94	001	92	92	2005	2	001	100	4013	174	12	364	10	2002-2005	ALAMEDA
052652	18	DAVITA-PARAMOUNT DIALYSIS CENTER	8319 ALONDRA BOULEVARD		PARAMOUNT	CA	90723	5626349774	Y	Y	DAVITA	1	05JAN1987	34	Y	Y	N	104	91	001	92	91	105	97	001	92	92	2005	2	001	100	4013	174	12	364	10	2002-2005	LOS ANGELES
052653	18	FMC-CHULA VISTA DIALYSIS CENTER- SOUTH	2252 VERUS STREET, SUITE D		SAN DIEGO	CA	92154	6194299201	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	01JAN1987	30	Y	N	N	78	99	001	92	91	82	96	001	92	92	2005	2	001	100	4013	174	12	364	10	2002-2005	SAN DIEGO
052654	18	GAREY DIALYSIS CENTER PARTNERSHIP	150 E. ARROW HIGHWAY		POMONA	CA	91767	9095935863	N	Y	RENAL ADVANTAGE, INC.	1	06JAN1987	29	Y	Y	N	63	97	001	92	91	64	100	001	92	92	2005	2	001	100	4013	174	12	364	10	2002-2005	LOS ANGELES
052656	18	FMC-VENTURA	4567 TELEPHONE ROAD, SUITE 101		VENTURA	CA	93003	8056589211	Y	Y	FRESENIUS MEDICAL CARE (FMC)	1	20FEB1987	27	Y	Y	N	99	98	001	92	91	110	93	001	92	92	2005	2	001	100	4013	174	12	364	10	2002-2005	VENTURA
052657	18	RAI-CORPORATE WAY-PALM DESERT	41-501 CORPORATE WAY		PALM DESERT	CA	92260	7603467588	N	Y	RENAL ADVANTAGE, INC.	1	16MAR1987	19	Y	Y	Y	55	95	001	92	91	56	98	001	92	92	2005	2	001	100	4013	174	12	364	10	2002-2005	RIVERSIDE
052658	18	KIDNEY INSTITUTE OF THE DESERT	81715 DOCTOR CARREON BLVD., SUITE B-2		INDIO	CA	92201	7603478181	N	N	INDEPENDENT	1	08MAR1987	20	Y	N	N	68	81	001	92	91	64	80	001	92	92	2005	2	001	100	4013	174	12	364	10	2002-2005	RIVERSIDE
052661	18	DAVITA-CORONA DIALYSIS CENTER	1820 FULLERTON AVENUE, SUITE 180		CORONA	CA	92881	9517366660	Y	Y	DAVITA	1	18AUG1987	14	Y	Y	N	61	93	001	92	91	68	91	001	92	92	2005	2	001	100	4013	174	12	364	10	2002-2005	RIVERSIDE
052663	17	ANTELOPE DIALYSIS CENTER	6406 TUPELO DRIVE STE-A		CITRUS HEIGHTS	CA	95621	9167211800	Y	Y	DAVITA	1	15JUN1987	12	Y	N	N	36	83	001	92	91	35	100	001	92	92	2005	2	001	100	4013	174	12	364	10	2002-2005	SACRAMENTO
052665	18	SANTA MONICA DIALYSIS	1260 15TH STREET, SUITE 102		SANTA MONICA	CA	90404	3103934744	Y	Y	DAVITA	1	01SEP1987	22	Y	Y	N	87	90	001	92	91	95	99	001	92	92	2005	2	001	100	4013	174	12	364	10	2002-2005	LOS ANGELES
052666	18	TULARE DIALYSIS	545 E. TULARE AVENUE		TULARE	CA	93274	5596888991	N	Y	DAVITA	1	05OCT1987	16	Y	N	N	49	88	001	92	91	54	98	001	92	92	2005	2	001	100	4013	174	12	364	10	2002-2005	TULARE
052667	18	DAVITA-TRI-COUNTIES PD HOME DIALYSIS	433 S. BRIDGE STREET		VISALIA	CA	93277	5597340836	N	Y	DAVITA	1	20NOV1987	0	N	Y	N			201	92	91	24	75	001	92	92	2005	2	001	100	4013	174	12	364	10	2002-2005	TULARE
052668	18	FMC-CAMARILLO DIALYSIS CENTER	3801 LAS POSAS ROAD, SUITE 103		CAMARILLO	CA	93010	8053882449	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	10FEB1988	15	Y	N	N	44	93	001	92	91	49	88	001	92	92	2005	2	001	100	4013	174	12	364	10	2002-2005	VENTURA
052670	18	IMPERIAL DIALYSIS	2738 W. IMPERIAL HIGHWAY		INGLEWOOD	CA	90303	3237795399	N	Y	DAVITA	1	19MAY1988	30	Y	Y	N	47	91	001	92	91	51	96	001	92	92	2005	2	001	100	4013	174	12	364	10	2002-2005	LOS ANGELES
052671	18	DAVITA-UNITED DIALYSIS CENTER	3111 LONG BEACH BLVD.		LONG BEACH	CA	90807	5624265155	Y	Y	DAVITA	1	01SEP1988	27	Y	Y	N	118	92	001	92	91	144	91	001	92	92	2005	2	001	100	4013	174	12	364	10	2002-2005	LOS ANGELES
052672	18	FMC-GATEWAY DIALYSIS CENTER-WEST	663 33RD STREET, SUITE A		SAN DIEGO	CA	92102	6192390456	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	27JUL1988	15	Y	N	N	25	100	001	92	91	29	90	001	92	92	2005	2	001	100	4013	174	12	364	10	2002-2005	SAN DIEGO
052673	18	BAKERSFIELD DIALYSIS CENTER	5143 OFFICE PARK DRIVE		BAKERSFIELD	CA	93309	6613254741	Y	N	INDEPENDENT	1	18AUG1988	76	Y	Y	N	235	90	001	92	91	253	86	001	92	92	2005	2	001	100	4013	174	12	364	10	2002-2005	KERN
052674	18	DELANO DIALYSIS	905 MAIN STREET		DELANO	CA	93215	6617212483	N	Y	DAVITA	1	07OCT1988	17	Y	N	N	55	98	001	92	91	57	96	001	92	92	2005	2	001	100	4013	174	12	364	10	2002-2005	KERN
052675	17	EAST BAY PERITONEAL DIALYSIS	13939 E 14TH STREET STE 110		SAN LEANDRO	CA	94578	5106141380	N	Y	DAVITA	1	04NOV1988	4	N	Y	N			256	92	91			199	92	92	2005	2	001	100	4013	174	12	364	10	2002-2005	ALAMEDA
052676	17	DCI UNIVERSITY DIALYSIS CLINIC	1771 STOCKTON BLVD		SACRAMENTO	CA	95816	9164530803	Y	Y	DIALYSIS CLINIC, INC. (DCI)	2	01NOV1988	24	Y	Y	N	95	79	001	92	91	94	85	001	92	92	2005	2	001	100	4013	174	12	364	10	2002-2005	SACRAMENTO
052677	17	SAN JOAQUIN VALLEY DIALYSIS	3636 NORTH FIRST #144		FRESNO	CA	93726	5592216311	Y	Y	FRESENIUS MEDICAL CARE (FMC)	1	20JAN1989	22	Y	Y	N	101	90	001	92	91	116	90	001	92	92	2005	2	001	100	4013	174	12	364	10	2002-2005	FRESNO
052678	18	FMC-GATEWAY DIALYSIS CENTER-EAST	720 GATEWAY CENTER DRIVE, SUITE B		SAN DIEGO	CA	92102	6192644100	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	20JAN1989	24	Y	N	N	53	91	001	92	91	58	91	001	92	92	2005	2	001	100	4013	174	12	364	10	2002-2005	SAN DIEGO
052679	18	COASTAL DIALYSIS CENTER	514 N. PROSPECT AVENUE		REDONDO BEACH	CA	90277	3103796671	N	Y	REGIONAL-PACIFIC SOUTH BAY DIALYSIS INC	1	01FEB1989	7	Y	N	N	26	85	001	92	91	27	89	001	92	92	2005	2	001	100	4013	174	12	364	10	2002-2005	LOS ANGELES
052682	18	FONTANA DIALYSIS	16655 FOOTHILL BLVD., SUITE 301		FONTANA	CA	92335	9093569664	N	Y	DAVITA	1	26JUN1989	17	Y	N	N	50	96	001	92	91	48	98	001	92	92	2005	2	001	100	4013	174	12	364	10	2002-2005	SAN BERNARDINO
052683	18	RAI-EAST OLYMPIC-LOS ANGELES	5714 E. OLYMPIC BLVD.		LOS ANGELES	CA	90022	3238870841	N	Y	RENAL ADVANTAGE, INC.	1	22MAY1989	24	Y	Y	N	83	95	001	92	91	94	96	001	92	92	2005	2	001	100	4013	174	12	364	10	2002-2005	LOS ANGELES
052684	18	SAN GABRIEL REGIONAL DIALYSIS TRAINING CTR.	809 S. ATLANTIC BLVD., SUITE 103		MONTEREY PARK	CA	91754	6265768556	N	N	INDEPENDENT	1	22JUL1989	2	N	Y	N			256	92	91	21	81	001	92	92	2005	2	001	100	4013	174	12	364	10	2002-2005	LOS ANGELES
052685	17	HAYWARD DIALYSIS CENTER	21615 HESPERIAN BOULEVARD SUITE F		HAYWARD	CA	94541	5107271840	Y	Y	DAVITA	1	18OCT1989	30	Y	N	N	58	93	001	92	91	62	87	001	92	92	2005	2	001	100	4013	174	12	364	10	2002-2005	ALAMEDA
052686	18	FMC-LA MESA DIALYSIS CENTER	5995 SEVERIN DRIVE		LA  MESA	CA	91942	6194629992	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	26SEP1989	24	Y	N	N	60	87	001	92	91	64	95	001	92	92	2005	2	001	100	4013	174	12	364	10	2002-2005	SAN DIEGO
052687	18	FMC-CARSON	20710 S. LEAPWOOD AVENUE, SUITE F		CARSON	CA	90746	3103238997	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	09JUN1989	11	Y	N	N	27	81	001	92	91	30	80	001	92	92	2005	2	001	100	4013	174	12	364	10	2002-2005	LOS ANGELES
052689	17	WALNUT CREEK DIALYSIS CENTER	404 NORTH WIGET LANE		WALNUT CREEK	CA	94598	9259370203	Y	Y	DAVITA	1	25AUG1989	14	Y	Y	N	31	97	001	92	91	33	88	001	92	92	2005	2	001	100	4013	174	12	364	10	2002-2005	CONTRA COSTA
052690	18	FMC-EL CENTRO DESERT VALLEY DIALYSIS CENTER	110 S. FIFTH STREET		EL CENTRO	CA	92243	7603530353	Y	Y	FRESENIUS MEDICAL CARE (FMC)	1	31OCT1989	20	Y	Y	N	84	98	001	92	91	94	93	001	92	92	2005	2	001	100	4013	174	12	364	10	2002-2005	IMPERIAL
052691	17	PLACERVILLE DIALYSIS CENTER	3964 MISSOURI FLAT ROAD #1		PLACERVILLE	CA	95667	5306266097	N	Y	DAVITA	1	30AUG1989	12	Y	N	N	36	94	001	92	91	41	95	001	92	92	2005	2	001	100	4013	174	12	364	10	2002-2005	EL DORADO
052694	17	FMC LOS GATOS	14651 SOUTH BASCOM SUITE 100		LOS GATOS	CA	95032	4083583791	Y	Y	FRESENIUS MEDICAL CARE (FMC)	1	26MAR1990	12	Y	N	N	36	92	001	92	91	39	92	001	92	92	2005	2	001	100	4013	174	12	364	10	2002-2005	SANTA CLARA
052695	18	DAVITA-LOS ANGELES DIALYSIS CENTER	2250 S. WESTERN AVENUE		LOS ANGELES	CA	90018	3237332260	Y	Y	DAVITA	1	01MAR1990	17	Y	Y	N	60	97	001	92	91	74	96	001	92	92	2005	2	001	100	4013	174	12	364	10	2002-2005	LOS ANGELES
052696	18	VISALIA DIALYSIS	1031 N. DEMAREE STREET		VISALIA	CA	93291	5597328149	N	Y	DAVITA	1	06JUL1990	16	Y	N	N	67	93	001	92	91	69	97	001	92	92	2005	2	001	100	4013	174	12	364	10	2002-2005	TULARE
052699	18	HIGH DESERT HEMODIALYSIS	1007 W. AVENUE M-14, SUITE B		PALMDALE	CA	93551	6612657810	Y	N	INDEPENDENT	1	05SEP1990	10	Y	Y	N	50	72	001	92	91	43	91	001	92	92	2005	2	001	100	4013	174	12	364	10	2002-2005	LOS ANGELES
052700	18	DAVITA-MONTEREY PARK DIALYSIS CENTER	2560 CORPORATE PLACE, BUILDING D, SUITE100-101		MONTEREY PARK	CA	91754	3237808787	Y	Y	DAVITA	1	30AUG1990	28	Y	Y	N	135	97	001	92	91	142	94	001	92	92	2005	2	001	100	4013	174	12	364	10	2002-2005	LOS ANGELES
052701	18	BEACH CITIES DIALYSIS-TORRANCE	20911 EARL STREET, SUITE 160		TORRANCE	CA	90503	3103714244	N	Y	REGIONAL-PACIFIC SOUTH BAY DIALYSIS INC	1	02NOV1990	9	Y	N	N	42	83	001	92	91	41	95	001	92	92	2005	2	001	100	4013	174	12	364	10	2002-2005	LOS ANGELES
052703	17	RAI WEST MARCH	3115 WEST MARCH LANE SUITE A		STOCKTON	CA	95219	2099557527	N	Y	RENAL ADVANTAGE, INC.	1	19NOV1990	36	Y	N	N	104	92	001	92	91	117	96	001	92	92	2005	2	001	100	4013	174	12	364	10	2002-2005	SAN JOAQUIN
052705	17	RAI NORTH CALIFORNIA	2350 N CALIFORNIA STREET		STOCKTON	CA	95204	2099430854	Y	Y	RENAL ADVANTAGE, INC.	1	26FEB1991	15	Y	N	N	74	96	001	92	91	78	92	001	92	92	2005	2	001	100	4013	174	12	364	10	2002-2005	SAN JOAQUIN
052706	17	GAMBRO HEALTHCARE OF ATWATER	580 EAST BELLEVUE ROAD		ATWATER	CA	95301	2093573770	N	Y	GAMBRO HEALTHCARE	1	14MAR1991	10	Y	N	N	37	76	001	92	91	41	93	001	92	92	2005	2	001	100	4013	174	12	364	10	2002-2005	MERCED
052707	17	ALHAMBRA DIALYSIS CENTER	1315 ALHAMBRA BLVD #100		SACRAMENTO	CA	95816	9164578252	N	Y	DAVITA	1	22MAR1991	20	Y	N	N	57	86	001	92	91	58	100	001	92	92	2005	2	001	100	4013	174	12	364	10	2002-2005	SACRAMENTO
052708	18	FMC-NORTH COAST KIDNEY CENTER	3300 VISTA WAY, SUITE A		OCEANSIDE	CA	92056	7607214344	Y	Y	FRESENIUS MEDICAL CARE (FMC)	1	29MAR1991	30	Y	Y	N	95	98	001	92	91	118	92	001	92	92	2005	2	001	100	4013	174	12	364	10	2002-2005	SAN DIEGO
052709	17	VACAVILLE DIALYSIS CLINIC	1241 ALAMO DRIVE #7		VACAVILLE	CA	95687	7074496485	N	Y	DAVITA	1	28FEB1991	15	Y	N	N	33	94	001	92	91	37	97	001	92	92	2005	2	001	100	4013	174	12	364	10	2002-2005	SOLANO
052710	18	LA PUENTE DIALYSIS CENTER, INC.	14557 TEMPLE AVENUE		LA PUENTE	CA	91744	6269171719	N	N	INDEPENDENT	1	08APR1991	24	Y	N	N	60	93	001	92	91	64	88	001	92	92	2005	2	001	100	4013	174	12	364	10	2002-2005	LOS ANGELES
052711	17	SOUTHGATE DIALYSIS	7231 E SOUTHGATE DRIVE		SACRAMENTO	CA	95823	9163957585	N	Y	DIALYSIS CLINIC, INC. (DCI)	2	26APR1991	19	Y	N	N	55	82	001	92	91	55	91	001	92	92	2005	2	001	100	4013	174	12	364	10	2002-2005	SACRAMENTO
052712	18	INTERCOMMUNITY DIALYSIS CENTER	12291 E. WASHINGTON BLVD., SUITE 410		WHITTIER	CA	90606	5626961841	Y	N	INDEPENDENT	1	17JUN1991	31	Y	Y	N	86	86	001	92	91	93	88	001	92	92	2005	2	001	100	4013	174	12	364	10	2002-2005	LOS ANGELES
052713	18	UNIVERSITY PARK DIALYSIS CENTER	3986 S. FIGUEROA STREET		LOS ANGELES	CA	90037	2137498297	Y	Y	DAVITA	1	07JUN1991	20	Y	Y	Y	51	96	001	92	91	46	98	001	92	92	2005	2	001	100	4013	174	12	364	10	2002-2005	LOS ANGELES
052714	18	DESERT CITIES DIALYSIS	12675 HESPERIA ROAD		VICTORVILLE	CA	92392	7602418063	N	N	INDEPENDENT	1	05AUG1991	30	Y	Y	N	75	88	001	92	91	84	87	001	92	92	2005	3	001	100	4013	174	12	364	10	2002-2005	SAN BERNANDINO
052715	18	PACIFIC DIALYSIS SERVICES, INC.	1830 LOMITA BLVD.		LOMITA	CA	90717	3105307796	N	Y	REGIONAL-PACIFIC SOUTH BAY DIALYSIS INC	1	25SEP1991	21	Y	N	N	81	94	001	92	91	87	89	001	92	92	2005	2	001	100	4013	174	12	364	10	2002-2005	LOS ANGELES
052716	18	DAVITA-SANTA ANA DIALYSIS CENTER	1820 E. DEERE AVENUE		SANTA ANA	CA	92705	9492511221	N	Y	DAVITA	1	17AUG1977	26	Y	N	N	93	95	001	92	91	96	98	001	92	92	2005	2	001	100	4013	174	12	364	10	2002-2005	ORANGE
052717	18	DAVITA-GREATER EL MONTE DIALYSIS CENTER	1938 TYLER AVENUE, SUITE J-168		SOUTH EL MONTE	CA	91733	6263506692	N	Y	DAVITA	1	15OCT1991	14	Y	N	N	63	95	001	92	91	70	97	001	92	92	2005	2	001	100	4013	174	12	364	10	2002-2005	LOS ANGELES
052718	18	DAVITA-NORWALK DIALYSIS CENTER	12375 E. IMPERIAL HIGHWAY		NORWALK	CA	90650	5629297430	N	Y	DAVITA	1	13NOV1991	17	Y	Y	N	49	100	001	92	91	58	97	001	92	92	2005	2	001	100	4013	174	12	364	10	2002-2005	LOS ANGELES
052719	17	GAMBRO HEALTHCARE OF SAN FRANCISCO	1499 WEBSTER STREET		SAN FRANCISCO	CA	94115	4159289003	N	Y	GAMBRO HEALTHCARE	1	17JUN1991	30	Y	Y	N	42	100	001	92	91	50	98	001	92	92	2005	2	001	100	4013	174	12	364	10	2002-2005	SAN FRANCISCO
052720	18	CITRUS DIALYSIS CENTER	315 N. THIRD AVENUE, SUITE104		COVINA	CA	91723	6263310133	N	N	INDEPENDENT	1	02DEC1991	22	Y	Y	N	55	82	001	92	91	56	75	001	92	92	2005	2	001	100	4013	174	12	364	10	2002-2005	LOS ANGELES
052721	17	RAI PERALTA	2757 TELEGRAPH AVENUE		OAKLAND	CA	94612	5108350154	N	Y	RENAL ADVANTAGE, INC.	1	12FEB1992	21	Y	N	N	78	92	001	92	91	85	94	001	92	92	2005	2	001	100	4013	174	12	364	10	2002-2005	ALAMEDA
052722	17	FMC FREMONT	39505 PASEO PADRE PARKWAY		FREMONT	CA	94538	5106591240	Y	Y	FRESENIUS MEDICAL CARE (FMC)	1	06MAR1992	16	Y	Y	N	62	98	001	92	91	69	94	001	92	92	2005	2	001	100	4013	174	12	364	10	2002-2005	ALAMEDA
052723	17	GAMBRO HEALTHCARE OF MANTECA	1156 SOUTH MAIN STREET		MANTECA	CA	95337	2098233078	N	Y	GAMBRO HEALTHCARE	1	10MAR1992	8	Y	N	N	25	96	001	92	91	23	83	001	92	92	2005	2	001	100	4013	174	12	364	10	2002-2005	SAN JOAQUIN
052724	18	SANTA FE SPRINGS REGIONAL DIALYSIS CENTER	10012 NORWALK BLVD., SUITE 190		SANTA FE SPRINGS	CA	90670	5629038281	N	N	INDEPENDENT	1	11JUN1992	24	Y	N	N	25	80	001	92	91	24	96	001	92	92	2005	2	001	100	4013	174	12	364	10	2002-2005	LOS ANGELES
