Provider Number,Network,Facility Name,Address Line 1,Address Line 2,City,State,Zip,County,Phone Number,Profit or Non-Profit,Chain Owned,Chain Organization,ICH-CAHPS date,ICH-CAHPS data availability code,Lower box percent of patients-nephrologists' communication and caring,Middle box percent of patients-nephrologists' communication and caring,Top box percent of patients-nephrologists' communication and caring,Linearized score of nephrologists' communication and caring,Star rating of nephrologists' communication and caring,Lower box percent of patients-quality of dialysis center care and operations,Middle box percent of patients-quality of dialysis center care and operations,Top box percent of patients-quality of dialysis center care and operations,Linearized score of quality of dialysis center care and operations,Star rating of quality of dialysis center care and operations,Lower box percent of patients-providing information to patients ,Top box percent of patients- providing information to patients,Linearized score of providing information to patients,Star rating of providing information to patients,Lower box percent of patients-rating of the nephrologist ,Middle box percent of patients- rating of the nephrologist,Top box percent of patients- rating of the nephrologist,Linearized score of rating of the nephrologist,Star rating of the nephrologist,Lower box percent of patients-rating of the dialysis center staff ,Middle box percent of patients-rating of the dialysis center staff,Top box percent of patients-rating of the dialysis center staff ,Linearized score of rating of the dialysis center staff,Star rating of the dialysis center staff,Lower box percent of patients-rating of the dialysis facility,Middle box percent of patients-rating of the dialysis facility ,Top box percent of patients-rating of the dialysis facility,Linearized score of rating of the dialysis facility,Star rating of the dialysis facility,Total number of completed interviews from the Fall and Spring Surveys,ICH CAHPS Survey of patients' experiences star rating ,ICH-CAHPS survey response rate
102514,07,DAVITA PANAMA CITY DIALYSIS CENTER,615 N HWY 231,,PANAMA CITY,FL,32405,Bay,(850) 785-1233,Profit,Yes,DaVita,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102517,07,MELBOURNE KIDNEY CENTER,1400 S APOLLO BLVD,,MELBOURNE,FL,32901,Brevard,(321) 724-0461,Non-profit,Yes,Central Florida Kidney Centers,16APR2021-07JAN2022,001,28,18,54,73,2,11,19,70,86,4,23,77,77,3,15,34,51,83,3,5,22,73,90,4,6,18,76,91,4,40,3,33
102518,07,DAVITA WEST FLORIDA DIALYSIS,8333 North Davis Highway,1st Floor ATTN Dialysis Room,PENSACOLA,FL,32514,Escambia,(850) 474-8424,Profit,Yes,DaVita,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102519,07,FMC - PINELLAS PARK,7910 US HWY 19N,,PINELLAS PARK,FL,33781,Pinellas,(727) 544-5916,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102520,07,DAVITA BOCA RATON ARTIFICIAL KIDNEY CENTER,998 NW 9TH CT,,BOCA RATON,FL,33486,Palm Beach,(561) 392-3940,Profit,Yes,DaVita,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102521,07,DAVITA DAYTONA BEACH DIALYSIS,578 HEALTH BLVD,,DAYTONA BEACH,FL,32114,Volusia,(386) 258-7322,Profit,Yes,DaVita,16APR2021-07JAN2022,001,14,14,72,84,4,18,31,51,76,2,19,81,81,4,11,20,69,86,3,8,33,59,85,3,9,28,63,85,3,32,3,21
102522,07,BMA - KENDALL,9193 SW 72ND ST # 100-B,,MIAMI,FL,33173,Miami-Dade,(305) 279-2010,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102524,07,DAVITA LAKELAND DIALYSIS,515 E. Bella Vista St.,,LAKELAND,FL,33805,Polk,(863) 688-5463,Profit,Yes,DaVita,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102525,07,TREASURE COAST KIDNEY CENTER NORTH,2348 SE OCEAN BLVD,,STUART,FL,34996,Martin,(772) 286-2470,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,001,20,13,67,80,3,17,21,62,80,3,29,71,71,1,10,30,60,87,4,4,17,79,90,4,6,11,83,92,4,33,3,22
102527,07,JUPITER KIDNEY CENTER LLC,1701 MILITARY TRAIL #140,,JUPITER,FL,33458,Palm Beach,(561) 744-4661,Profit,Yes,American Renal Associates,16APR2021-07JAN2022,001,12,7,81,89,5,11,27,62,82,3,20,80,80,4,6,21,73,91,5,0,18,82,93,5,1,18,81,95,5,30,5,27
102528,07,RAI CARE CENTERS - CLEARWATER,1057 S FORT HARRISON AVENUE,,CLEARWATER,FL,33756,Pinellas,(727) 441-1608,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,001,23,7,70,79,3,22,19,59,76,2,23,77,77,3,23,14,63,82,2,10,12,78,88,3,11,8,81,90,4,39,3,31
102529,07,PHYSICIANS DIALYSIS TRINITY,9332 State Road 54,Suite 306,Trinity,FL,34655,Pasco,(727) 848-0106,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102530,07,BMA - HIALEAH,7170 W 20TH AVE,,HIALEAH,FL,33016,Miami-Dade,(305) 825-2046,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102531,07,DIALYSIS CLINIC INC,615 Park St.,,Jacksonville,FL,32204,Duval,(904) 354-0409,Non-profit,Yes,"Dialysis Clinic, Inc.",16APR2021-07JAN2022,001,22,16,62,77,3,38,20,42,65,1,29,71,71,1,19,33,48,79,2,41,25,34,68,1,39,27,34,72,1,32,2,22
102532,07,DAVITA INTERAMERICAN DIALYSIS CENTER,7815 CORAL WAY STE 115,,MIAMI,FL,33155,Miami-Dade,(305) 261-4823,Profit,Yes,DaVita,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102534,07,NAPLES ARTIFICIAL KIDNEY CENTER,1750 SW Health Parkway,,NAPLES,FL,34109,Collier,(239) 566-1034,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102536,07,DAVITA PLANTATION DIALYSIS,7061 CYPRESS RD STE 103,,PLANTATION,FL,33317,Broward,(954) 583-2100,Profit,Yes,DaVita,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102538,07,BRADENTON ARTIFICIAL KIDNEY CENTER,5902 POINTE WEST BLVD,,BRADENTON,FL,34209,Manatee,(941) 792-3290,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102542,07,BMA - CLEARWATER,26338 US HWY 19 N,,CLEARWATER,FL,33761,Pinellas,(727) 723-8123,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,001,22,11,67,79,3,21,20,59,78,2,28,72,72,2,5,31,64,87,4,10,23,67,87,3,8,16,76,89,4,35,3,30
102543,07,DAVITA KEY WEST DIALYSIS,1122 KEY PLAZA,,KEY WEST,FL,33040,Monroe,(305) 294-8453,Profit,Yes,DaVita,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102544,07,NW BROWARD ARTIFICIAL KIDNEY CENTER,2514 N STATE ROAD 7,,MARGATE,FL,33063,Broward,(954) 977-7555,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102545,07,DAVITA WINTER HAVEN DIALYSIS,1625 Unity Way NW,,WINTER HAVEN,FL,33881,Polk,(863) 294-8851,Profit,Yes,DaVita,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102546,07,FMC - SANFORD,419 E FIRST ST,,SANFORD,FL,32771,Seminole,(407) 688-6765,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102547,07,FMC - SOUTH SAINT PETERSBURG,650 34th ST S,,SAINT PETERSBURG,FL,33711,Pinellas,(727) 321-2527,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102549,07,DAVITA PORT CHARLOTTE ARTIFICIAL KIDNEY CENTER,4300 KINGS HWY,STE 406,PORT CHARLOTTE,FL,33980,Charlotte,(941) 625-2822,Profit,Yes,DaVita,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102551,07,DAVITA LEESBURG DIALYSIS CENTER,8425 US Highway 441,Suite 104,LEESBURG,FL,34788,Lake,(352) 435-0082,Profit,Yes,DaVita,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102553,07,RAI-S COURTENAY-MERRITT ISLAND,245 S COURTENAY PKWY BLDG A,,MERRITT ISLAND,FL,32952,Brevard,(321) 452-0020,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,001,8,12,80,90,5,10,20,70,86,4,18,82,82,4,5,12,83,92,5,0,16,84,92,5,1,12,87,94,5,34,5,23
102554,07,DAVITA PLANT CITY DIALYSIS,2301 S. Frontage Road,,Plant City,FL,33563,Hillsborough,(813) 659-1674,Profit,Yes,DaVita,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102555,07,DAVITA BROWARD DIALYSIS,1500 N FEDERAL HWY #100,,FORT LAUDERDALE,FL,33304,Broward,(954) 396-8990,Profit,Yes,DaVita,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102557,07,FMC DIALYSIS SERVICES - SAINT AUGUSTINE,1680 OSCEOLA ELEMENTARY ROAD SUITE B,,SAINT AUGUSTINE,FL,32084,Saint Johns,(904) 824-6191,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102558,07,PHYSICIANS NORTH BEACH,17801 NW 2ND AVE,SUITE 229,MIAMI,FL,33169,Miami-Dade,(305) 653-7222,Profit,No,Independent,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102559,07,FLORIDA KIDNEY CENTER,7309 WEST OAKLAND PARK BLVD,,LAUDERHILL,FL,33319,Broward,(954) 578-7678,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,001,15,13,72,84,4,17,20,63,81,3,21,79,79,3,13,14,73,89,4,3,17,80,92,5,2,19,79,94,5,43,4,26
102563,07,DAVITA BAYONET POINT - HUDSON KIDNEY CENTER,14144 NEPHRON LN,,HUDSON,FL,34667,Pasco,(727) 863-5459,Profit,Yes,DaVita,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102564,07,RENAL CARE CENTER - SEBRING,40 MEDICAL CENTER AVE,,SEBRING,FL,33870,Highlands,(863) 385-7351,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,001,19,18,63,79,3,17,20,63,80,3,21,79,79,3,8,36,56,84,3,2,37,61,88,3,4,29,67,89,4,31,3,34
102565,07,HOMESTEAD ARTIFICIAL KIDNEY CENTER,99 NE 8TH ST,,HOMESTEAD,FL,33030,Miami-Dade,(305) 245-0241,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102566,07,BMA - METROPOLITAN MIAMI,5550 W FLAGLER ST,,MIAMI,FL,33134,Miami-Dade,(786) 388-1305,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102569,07,DAVITA KISSIMMEE DIALYSIS,802 N JOHN YOUNG PARKWAY,,KISSIMMEE,FL,34741,Osceola,(407) 847-4423,Profit,Yes,DaVita,16APR2021-07JAN2022,001,28,16,56,72,2,22,22,56,77,2,24,76,76,3,25,29,46,75,2,19,26,55,83,2,12,24,64,86,3,32,2,18
102571,07,BELLE GLADE DIALYSIS CENTER,933 SE 1ST ST,,BELLE GLADE,FL,33430,Palm Beach,(561) 996-0602,Profit,Yes,American Renal Associates,16APR2021-07JAN2022,001,13,11,76,87,4,16,13,71,84,4,14,86,86,5,7,27,66,89,4,10,28,62,87,3,11,26,63,88,4,32,4,21
102573,07,DAVITA DELAND DIALYSIS,350 East New York Avenue,,Deland,FL,32724,Volusia,(386) 738-2570,Profit,Yes,DaVita,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102574,07,RAI CARE CENTERS - FORT PIERCE,2501 OHIO AVE,,FORT PIERCE,FL,34950,Saint Lucie,(772) 465-6551,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102576,07,FRESENIUS KIDNEY CARE LAKELAND,1550 LAKELAND HILLS BLVD,,LAKELAND,FL,33805,Polk,(863) 680-1046,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,001,14,14,72,85,4,17,23,60,80,3,12,88,88,5,6,20,74,91,5,16,30,54,83,2,20,29,51,82,2,34,4,26
102578,07,DAVITA CORAL GABLES KIDNEY CENTER,3280 PONCE DE LEON BLVD,,MIAMI,FL,33134,Miami-Dade,(305) 448-9888,Profit,Yes,DaVita,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102579,07,INVERNESS DIALYSIS CENTER,1510 HIGHWAY 41 NORTH,,INVERNESS,FL,34450,Citrus,(352) 637-0500,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102581,07,SEMINOLE DIALYSIS CENTER,6450 Seminole Blvd,,SEMINOLE,FL,33772,Pinellas,(727) 393-5551,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102582,07,WEST BOCA DIALYSIS CENTER,19801 HAMPTON DR,,BOCA RATON,FL,33434,Palm Beach,(561) 488-0202,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102583,07,DAVITA CENTER FOR KIDNEY DISEASE AT NORTH SHORE,1190 NW 95TH ST STE 208,,MIAMI,FL,33150,Miami-Dade,(305) 691-2144,Profit,Yes,DaVita,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102584,07,BRANDON ARTIFICIAL KIDNEY CENTER,514 MEDICAL OAKS AVE,,BRANDON,FL,33511,Hillsborough,(813) 661-3815,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102585,07,CENTRAL FLORIDA KIDNEY CENTER - VINELAND,4407 VINELAND RD,Suite D2,ORLANDO,FL,32811,Orange,(407) 425-4415,Non-profit,Yes,Central Florida Kidney Centers,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102586,07,DAVITA GREATER MIAMI DIALYSIS,160 NW 176TH ST #100,,MIAMI,FL,33169,Miami-Dade,(305) 653-6033,Profit,Yes,DaVita,16APR2021-07JAN2022,001,19,14,67,81,3,20,17,63,80,3,16,84,84,4,8,34,58,86,3,14,33,53,83,2,18,33,49,83,2,30,3,22
102587,07,R & S HEALTH GROUP LLC,6264 N FEDERAL HWY,,FORT LAUDERDALE,FL,33308,Broward,(954) 776-3791,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102590,07,DAVITA NEW PORT RICHEY KIDNEY CENTER,7421 RIDGE ROAD,,PORT RICHEY,FL,34668,Pasco,(727) 846-8401,Profit,Yes,DaVita,16APR2021-07JAN2022,001,16,16,68,82,3,15,24,61,80,3,13,87,87,5,6,15,79,89,4,4,30,66,89,4,5,26,69,89,4,40,4,22
102591,07,NORTHEAST FLORIDA DIALYSIS CENTER,2141 LOCH RAND BLVD #113,,ORANGE PARK,FL,32073,Clay,(904) 272-7331,Profit,Yes,American Renal Associates,16APR2021-07JAN2022,001,14,15,71,84,4,12,13,75,86,4,13,87,87,5,6,26,68,87,4,8,18,74,92,5,5,18,77,93,5,30,5,25
102592,07,APOPKA ARTIFICIAL KIDNEY CENTER,1065 W ORANGE BLOSSOM TRL,,APOPKA,FL,32712,Orange,(407) 880-2121,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102593,07,DAVITA ZEPHYRHILLS DIALYSIS,36819 EILAND BLVD,UNIT 2,ZEPHYRHILLS,FL,33542,Pasco,(813) 788-7041,Profit,Yes,DaVita,16APR2021-07JAN2022,001,16,15,69,83,3,17,23,60,79,3,20,80,80,4,9,29,62,88,4,17,28,55,84,2,18,22,60,85,3,35,3,22
102594,07,RENAL CARE CENTER - WELLINGTON,9835 LAKE WORTH RD STE 13,,LAKE WORTH,FL,33467,Palm Beach,(561) 969-7799,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102595,07,WEST KENDALL DIALYSIS CENTER,12000 SW 131ST AVE,,MIAMI,FL,33186,Miami-Dade,(305) 254-4840,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102596,07,US RENAL CARE SARASOTA,1921 WALDEMERE ST STE 107,,SARASOTA,FL,34239,Sarasota,(941) 917-6444,Profit,Yes,Diversified Specialty Institutes (DSI),16APR2021-07JAN2022,001,12,11,77,88,5,18,18,64,82,3,18,82,82,4,7,17,76,90,4,10,33,57,87,3,13,30,57,86,3,37,4,22
102597,07,RENAL CARE CENTER - VERO BEACH,1515 INDIAN RIVER BLVD STE A-101,,VERO BEACH,FL,32960,Indian River,(772) 778-4917,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102598,07,RAI-US 19 NORTH-CLEARWATER,29296 US HWY 19 N #1,,CLEARWATER,FL,33761,Pinellas,(727) 785-9036,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102601,07,DAVITA HALLANDALE DIALYSIS,2655 HOLLYWOOD BLVD,,HOLLYWOOD,FL,33020,Broward,(954) 925-9909,Profit,Yes,DaVita,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102602,07,DAVITA HERNANDO KIDNEY CENTER,2985  LANDOVER BLVD,,SPRING HILL,FL,34608,Hernando,(352) 683-3630,Profit,Yes,DaVita,16APR2021-07JAN2022,001,30,28,42,68,2,18,24,58,80,3,20,80,80,4,32,29,39,75,2,13,35,52,85,3,18,22,60,85,3,35,3,18
102603,07,RAI CARE CENTERS - PORT SAINT LUCIE,8661 S US HWY 1,,PORT SAINT LUCIE,FL,34952,Saint Lucie,(772) 807-7229,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102604,07,RAI 9TH STREET NORTH - ST PETERSBURG,635 4th St No,,SAINT PETERSBURG,FL,33701,Pinellas,(727) 821-4654,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,001,13,19,68,85,4,16,20,64,82,3,25,75,75,2,2,33,65,91,5,8,25,67,87,3,7,20,73,91,4,36,4,22
102605,07,DAVITA CENTRAL TAMPA DIALYSIS,4204 N MACDILL AVE SOUTH BLDG,,TAMPA,FL,33607,Hillsborough,(813) 871-3202,Profit,Yes,DaVita,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102609,07,BMA - PORT SAINT LUCIE,709 SW Port Saint Lucie Blvd,,PORT SAINT LUCIE,FL,34953,Saint Lucie,(772) 344-4998,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,001,27,12,61,74,2,25,20,55,74,2,30,70,70,1,27,16,57,79,2,19,25,56,81,2,25,16,59,79,2,42,2,31
102610,07,FMC DIALYSIS SERVICES - NORTH JACKSONVILLE,10614 LEM TURNER RD,,JACKSONVILLE,FL,32218,Duval,(904) 768-8576,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102612,07,BMA - JACKSONVILLE,1944 ATLANTIC BLVD,,JACKSONVILLE,FL,32207,Duval,(904) 396-7203,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102613,07,BMA - GAINESVILLE EAST,1961 N. Main St,,GAINESVILLE,FL,32609,Alachua,(352) 375-0223,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,001,34,14,52,67,2,21,17,62,78,2,24,76,76,3,23,32,45,76,2,17,20,63,81,2,18,16,66,83,2,31,2,22
102614,07,DAVITA DAYTONA SOUTH DIALYSIS,955 Foster Way,STE 306,South Daytona,FL,32119,Volusia,(386) 322-3625,Profit,Yes,DaVita,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102615,07,DAVITA POMPANO BEACH ARTIFICIAL KIDNEY CENTER,600 SW 3RD ST #1100,,POMPANO BEACH,FL,33060,Broward,(954) 942-5115,Profit,Yes,DaVita,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102616,07,DAVITA DELTONA DIALYSIS,1200 DELTONA BLVD STE 26,,DELTONA,FL,32725,Volusia,(386) 574-0225,Profit,Yes,DaVita,16APR2021-07JAN2022,001,27,15,58,74,2,19,18,63,78,2,24,76,76,3,17,29,54,83,3,14,25,61,82,2,22,13,65,81,2,33,2,25
102617,07,DAVITA DELRAY DIALYSIS,2655 W ATLANTIC AVE,,DELRAY BEACH,FL,33445,Palm Beach,(561) 279-2626,Profit,Yes,DaVita,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102618,07,DAVITA LEHIGH ACRES DIALYSIS,2814 Lee Boulevard,Suite 16,LEHIGH ACRES,FL,33971,Lee,(239) 368-7169,Profit,Yes,DaVita,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102619,07,FMC - EAST ORLANDO,2200 NORTH ALAFAYA TRAIL,SUITE 600,ORLANDO,FL,32826,Orange,(407) 282-1506,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102623,07,DAVITA ORLANDO DIALYSIS,116 STURTEVANT ST,,ORLANDO,FL,32806,Orange,(407) 426-9212,Profit,Yes,DaVita,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102624,07,DAVITA TALLAHASSEE DIALYSIS,1607 PHYSICIANS DR,,TALLAHASSEE,FL,32308,Leon,(850) 878-8776,Profit,Yes,DaVita,16APR2021-07JAN2022,001,12,9,79,89,5,21,13,66,79,3,14,86,86,5,3,26,71,91,5,8,25,67,89,4,11,19,70,88,4,44,4,23
102626,07,DAVITA BARTOW DIALYSIS,2295 E Flamingo Drive,,Bartow,FL,33830,Polk,(863) 533-1601,Profit,Yes,DaVita,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102627,07,DAVITA QUINCY DIALYSIS,878 STRONG RD,,QUINCY,FL,32351,Gadsden,(850) 854-8001,Profit,Yes,DaVita,16APR2021-07JAN2022,001,22,11,67,80,3,28,17,55,73,2,9,91,91,5,6,23,71,90,4,13,32,55,82,2,12,33,55,83,2,41,3,30
102628,07,DAVITA GULF COAST DIALYSIS,3300 TAMIAMI TRAIL SUITE 101A,,PORT CHARLOTTE,FL,33952,Charlotte,(941) 625-9985,Profit,Yes,DaVita,16APR2021-07JAN2022,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102629,07,FMC - TAMARAC,7059 NW 88TH AVE,,TAMARAC,FL,33321,Broward,(954) 721-0093,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102630,07,DAVITA CENTER FOR KIDNEY DISEASE AT VENTURE,1680 NE 164th St,,North Miami Beach,FL,33162,Miami-Dade,(305) 787-7345,Profit,Yes,DaVita,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102632,07,DAVITA TAMARAC ARTIFICIAL KIDNEY CENTER,7140 W MCNAB RD,,TAMARAC,FL,33321,Broward,(954) 720-5336,Profit,Yes,DaVita,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102634,07,DAVITA NORTH PALM BEACH DIALYSIS CENTER,2841 PGA BlVD,,PALM BEACH GARDENS,FL,33410,Palm Beach,(561) 630-5081,Profit,Yes,DaVita,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102635,07,DAVITA MT DORA DIALYSIS,1971 SALK AVE,,TAVARES,FL,32778,Lake,(352) 508-3007,Profit,Yes,DaVita,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102636,07,DAVITA USF DIALYSIS,10770 N 46TH STREET #A100,,TAMPA,FL,33617,Hillsborough,(813) 632-7918,Profit,Yes,DaVita,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102637,07,DAVITA LAKE WORTH DIALYSIS,2459 S CONGRESS AVE,STE 100,Palm Springs,FL,33406,Palm Beach,(561) 439-1532,Profit,Yes,DaVita,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102638,07,DAVITA ORMOND BEACH DIALYSIS,420 S NOVA RD SUITE 7,,ORMOND BEACH,FL,32174,Volusia,(386) 676-2405,Profit,Yes,DaVita,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102639,07,DAVITA OCOEE DIALYSIS,11140 W COLONIAL DR STE 5,,OCOEE,FL,34761,Orange,(407) 877-0626,Profit,Yes,DaVita,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102642,07,DAVITA SUN CITY CENTER DIALYSIS,783 CORTARO DR,,RUSKIN,FL,33573,Hillsborough,(813) 633-2847,Profit,Yes,DaVita,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102645,07,DAVITA COMPLETE DIALYSIS CARE,7467 W SAMPLE RD,,CORAL SPRINGS,FL,33065,Broward,(954) 753-0248,Profit,Yes,DaVita,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102646,07,DAVITA BRADENTON DIALYSIS,3501 CORTEZ RD W,STE 3,BRADENTON,FL,34210,Manatee,(941) 727-4209,Profit,Yes,DaVita,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102647,07,DAVITA PEMBROKE PINES DIALYSIS,10970 Pines Blvd.,,Pembroke Pines,FL,33026,Broward,(954) 435-6145,Profit,Yes,DaVita,16APR2021-07JAN2022,001,18,21,61,80,3,17,17,66,82,3,13,87,87,5,10,29,61,85,3,6,24,70,90,4,7,18,75,91,4,41,4,21
102648,07,DAVITA MIAMI LAKES ARTIFICIAL KIDNEY CENTER,14600 NW 60TH AVE,,MIAMI LAKES,FL,33014,Miami-Dade,(786) 639-0496,Profit,Yes,DaVita,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
